,lender_name,lender_id,advertiser_name,advertiser_id,match_index,score
1549,SAN ANTONIO CREDIT UNION,5-0000024382,San Antonio Federal Credit Union,1011.0,566.0,83.9411899292585
1550,DENVER COMMUNITY CREDIT UNION,5-0000024419,Denver Community Credit Union,335.0,568.0,100.0
1551,GRANITE CREDIT UNION,5-0000024726,Granite Credit Union,524.0,707.0,100.0
1552,CHARLOTTE METRO FCU,5-0000024808,,,,
1553,HAWAII CENTRAL FCU,5-0000024839,,,,
1554,NORTHWEST CMNTY CU,5-0000060276,,,,
1555,ST. LOUIS COMMUNITY CREDIT UNI,5-0000060400,St Louis Community Credit Union,1056.0,593.0,96.65189436900438
1556,121 FINANCIAL CREDIT UNION,5-0000061605,LBS Financial Credit Union,667.0,430.0,83.68598495064956
1557,DUTRAC COMMUNITY CU,5-0000064471,,,,
1558,STATE EMP CREDIT UNION OF MD,5-0000066330,,,,
1559,INDUSTRIAL CU OF WHATCOM CTY,5-0000066337,,,,
1560,CALIFORNIA COAST CU,5-0000066584,,,,
1561,STATE EMPLOLYEES CREDIT UNION,5-0000066736,State Employees Credit Union,1061.0,588.0,97.70998260860479
1562,CORNERSTONE FINANCIAL C U,5-0000067972,,,,
1563,RIVER VALLEY,5-0000068475,,,,
1564,TROPICAL FINANCIAL CU,5-0000068476,Tropical Financial Credit Union,1114.0,423.0,80.06875538457933
1565,ONE NEVADA CREDIT UNION,5-0000068613,One NV Credit Union,870.0,479.0,86.05713108333869
1566,PREMIUM MORTGAGE CORP,7-16-1566654,PREMIUM MORTGAGE CORP,886.0,10547.0,100.0
1567,CARDINAL FINANCIAL COMPANY,7-23-2470039,Cardinal Financial Co LP,235.0,10558.0,92.18179486988414
1568,INTEGRATED FINANCIAL GROUP,7-23-2833737,Integrated Financial Group Inc,631.0,10559.0,100.0
1569,LOANDEPOT.COM,7-26-4599244,loanDepot.com Llc,1227.0,4710.0,100.0
1570,STONEGATE MORTGAGE LLC,7-34-1194858,Stonegate Mortgage Corp,1067.0,9853.0,100.0
1571,MORTGAGE RESOURCES INC.,7-43-1536603,MORTGAGE RESOURCES INC,726.0,10586.0,100.0
1572,ROCKY MOUNTAIN MORTGAGE CO.,7-5183509992,ROCKY MTN MORTGAGE LTD,949.0,814.0,84.7174346625097
1573,SIERRA PACIFIC MORTGAGE COMP,7-7056000000,Sierra Pacific Mortgage Co Inc,1027.0,828.0,90.55142571240594
1574,GATEWAY MORTGAGE GROUP LLC,7-73-1577221,GATEWAY MORTGAGE,493.0,817.0,100.0
1575,1ST PRIORITY MORTGAGE  INC.,7-7776600008,1ST PRIORITY MORTGAGE,3.0,907.0,100.0
1576,DBA EAGLE HOME MORTGAGE  LLC,7-91-1319527,Eagle Home Mortgage,364.0,798.0,85.60946924669615
1577,W. J. BRADLEY MORTGAGE CAPITAL,7-93-1190071,WJ Bradley Mortgage Capital Corp,1189.0,8348.0,95.4080320460133
1578,INVESTORS BANK,9-0000035570,INVESTORS BANK CORP,619.0,304.0,100.0
1579,BMO HARRIS BANK N.A.,9-0000075633,,,,
1580,UNION BANK  N.A.,9-0000212465,,,,
1581,BOKF NA,9-0000339858,,,,
1582,WASHINGTON FEDERAL,9-0000656377,Washington Federal Inc,1195.0,354.0,100.0
1583,BANCO SANTANDER PP,9-0000816210,,,,
1584,ALLY BANK,9-0003284070,,,,
1585,THE LYONS NATIONAL BANK,1-0000001027,Lyons National Bank,707.0,11.0,100.0
1586,OLD FLORIDA NATIONAL BANK,1-0000017553,,,,
1587,CERTUSBANK  N.A.,1-0000024975,CertusBank,249.0,10736.0,100.0
1588,NBH BANK  NATIONAL ASSOCIATION,1-0000024994,,,,
1589,UNION FEDERAL SAVINGS AND LOAN,1-0000700244,Union Federal Savings & Loan Assn,1141.0,349.0,91.36347379557907
1590,HUNTINGTON FEDERAL SAVINGS,1-0000700470,Huntington Federal,612.0,350.0,81.23455310915423
1591,UNITED FIDELITY BANK  FSB,1-0000703676,United Fidelity Bank,1147.0,371.0,84.24381439405052
1592,CHARLEROI FEDERAL SAVING BANK,1-0000703866,Charleroi Federal Savings Bank,252.0,374.0,97.88684524172017
1593,STATE BANK AND TRUST,2-0000231149,,,,
1594,SOUTH SHORE BANK,2-0000772008,South Shore Bank,1040.0,198.0,100.0
1595,MERCHANTS AND PLANTERS BANK,3-0000000327,Merchants & Planters Bank,757.0,149.0,88.6266764898585
1596,FRANDSEN BANK & TRUST,3-0000001399,Frandsen Bank & Trust,481.0,10849.0,100.0
1597,PLAINS COMMERCE BANK,3-0000001678,Plains Commerce Bank,922.0,10851.0,100.0
1598,ONE AMERICAN BANK,3-0000006078,,,,
1599,CLEARFIELD BANK & TRUST COMPAN,3-0000011116,Clearfield Bank & Trust Co,273.0,5870.0,81.5252286780921
1600,SACO & BIDDEFORD SAVINGS,3-0000017743,,,,
1601,BANK OF NEW HAMPSHIRE,3-0000018012,,,,
1602,COREFIRST BANK AND TRUST,3-0000018100,CoreFirst Bank & Trust,305.0,7772.0,88.14413691514113
1603,CHELSEA GROTON BANK,3-0000018238,Chelsea Groton Bank,256.0,240.0,100.0
1604,REPUBLIC BANK AND TRUST,3-0000023627,Republic Bank & Trust Co,961.0,270.0,86.04196003712448
1605,HOMETOWN BANK A COOPERATIVE BA,3-0000026523,,,,
1606,BBCN BANK,3-0000026610,BBCN Bancorp Inc,113.0,10951.0,100.0
1607,RIVER CITY BANK  HIGHV.,3-0000026703,,,,
1608,3RD FED BANK,3-0000029132,,,,
1609,ATLANTIC CAPITAL BANK,3-0000058492,,,,
1610,LEVEL ONE BANK,3-0000058604,Level One Bank,695.0,11004.0,100.0
1611,BLUE HILLS BANK,3-0000090160,,,,
1612,THE LOWELL FIVE CENT SAVINGS B,3-0000090227,Lowell Five Cent Savings Bank,705.0,341.0,95.87551763741475
1613,DAYTON FIREFIGHTERS FCU,5-0000000395,,,,
1614,UTAH FIRST FEDERAL CREDIT UNIO,5-0000000528,Utah First Federal Credit Union,1164.0,429.0,98.34368026860197
1615,BMI FEDERAL CREDIT UNION,5-0000001199,BMI Federal Credit Union,122.0,438.0,100.0
1616,EVOLVE FEDERAL CREDIT UNION,5-0000001792,Evolve Federal Credit Union,384.0,448.0,100.0
1617,LOGIX FEDERAL CREDIT UNION,5-0000001999,Logix Federal Credit Union,703.0,452.0,100.0
1618,KERN SCHOOLS FED CREDIT UNION,5-0000003804,Kern Schools Federal Credit Union,657.0,456.0,92.5338906939997
1619,KELLOGG COMMUNITY FCU,5-0000004702,,,,
1620,Y12 FEDERAL CREDIT UNION,5-0000006775,Y-12 Federal Credit Union,1221.0,485.0,100.0
1621,TRULIANT FEDERAL CREDIT  UNION,5-0000007840,,,,
1622,HANSCOM FED CREDIT UNION,5-0000009095,Hanscom Federal Credit Union,565.0,501.0,90.44113617847452
1623,WEST VIRGINIA FCU,5-0000017057,,,,
1624,MID-ATLANTIC FEDERAL CREDIT UN,5-0000018716,Mid-Atlantic Federal Credit Union,770.0,540.0,95.17033693459084
1625,AMERICHOICE FEDERAL CREDIT UNI,5-0000020041,AmeriChoice Federal Credit Union,73.0,544.0,96.85681137947718
1626,XCEED FNCL FED CU,5-0000020068,,,,
1627,SUNCOAST SCHOOLS FEDERAL CU,5-0000023042,,,,
1628,NOTRE DAME FEDERAL CREDIT UNIO,5-0000024034,Notre Dame Federal Credit Union,848.0,558.0,98.41309686078363
1629,UNIVERSITY OF KY FCU,5-0000024165,,,,
1630,SPIRE FEDERAL CREDIT UNION,5-0000024356,SAFE Federal Credit Union,984.0,509.0,86.77299453299233
1631,SAN ANTONIO FEDERAL CREDIT UNI,5-0000024382,San Antonio Federal Credit Union,1011.0,566.0,96.87306176738505
1632,WEBSTER FIRST FCU,5-0000024557,,,,
1633,ASSOCIATED CREDIT UNION OF TX,5-0000060608,Associated Credit Union Of TX,104.0,2454.0,100.0
1634,NEW  HORIZONS CREDIT UNION,5-0000060799,,,,
1635,TELCOM CREDIT UNION,5-0000062236,Patelco Credit Union,899.0,599.0,87.15170181703783
1636,BOULDER VALLEY CREDIT UNION,5-0000062574,Boulder Valley Credit Union,182.0,639.0,100.0
1637,UNITUS COMMUNITY CU,5-0000063440,,,,
1638,FOND DU LAC CREDIT UNION,5-0000067176,Fond Du Lac Credit Union,476.0,11266.0,100.0
1639,SHARON CREDIT UNION,5-0000067836,Sharon Credit Union,1023.0,726.0,100.0
1640,IMCU,5-0000068259,,,,
1641,WATER AND POWER COMMUNITY C U,5-0000068493,,,,
1642,LIBERTY HOME EQUITY SOLUTIONS ,7-20-0142846,Liberty Home Equity Solutions Inc,697.0,11339.0,100.0
1643,HIGHTECHLENDING  INC,7-20-5238443,HighTechLending Inc,586.0,11341.0,100.0
1644,INTEGRITY FIRST FINANCIAL GROU,7-20-5239910,Integrity First Financial Group,633.0,11342.0,91.13306739175063
1645,AMERICASH,7-2003500009,Americash Inc,84.0,11344.0,100.0
1646,NEW DAY FINANCIAL  LLC,7-22-3887207,New Day Financial Llc,823.0,11348.0,100.0
1647,ISERVE RESIDENTIAL LENDING LLC,7-26-4193875,Iserve Residential Lending Llc,640.0,11361.0,100.0
1648,MEDALLION MORTGAGE COMPANY,7-27-2226725,Medallion Mortgage Co,747.0,11364.0,100.0
1649,PERL MORTGAGE  INC.,7-36-3987946,Perl Mortgage Inc,916.0,11370.0,100.0
1650,UNITED SHORE FINANCIAL SERVICE,7-38-2750395,United Shore Financial Services Llc,1151.0,844.0,84.63610879700326
1651,NETWORK CAPITAL FUNDING CORP,7-47-0873092,Network Capital Funding Corp,818.0,11382.0,100.0
1652,ON Q FINANCIAL  INC.,7-51-0517525,On Q Financial,868.0,11384.0,100.0
1653,UNIVERSAL MORTGAGE & FINANCE,7-52-2276553,Universal Mortgage & Finance Inc,1157.0,11387.0,100.0
1654,CHURCHILL MORTGAGE CORPORATION,7-62-1494087,,,,
1655,PEOPLES HOME EQUITY INC,7-62-1859487,Peoples Home Equity Inc,913.0,11394.0,100.0
1656,CMG FINANCIAL  INC,7-68-0309242,,,,
1657,SWBC MORTGAGE CORP,7-74-2508160,WMC MORTGAGE CORP,1190.0,764.0,83.37252238952603
1658,RESOURCE LENDERS INC,7-7426300003,Resource Lenders,964.0,11406.0,100.0
1659,EVERETT FINANCIAL INC,7-75-2695327,,,,
1660,GUARANTEE MORTGAGE CORPORATION,7-80-0051964,,,,
1661,EXCEL MORTGAGE SERVICING  INC,7-80-0233937,,,,
1662,IMORTGAGE.COM  INC.,7-86-0953952,,,,
1663,AXIOM FINANCIAL  LLC,7-87-0567410,Axiom Financial Llc,111.0,1707.0,100.0
1664,FIRST PRIORITY FINANCIAL INC,7-94-3195577,First Priority Financial,458.0,889.0,100.0
1665,IBERIABANK,9-0000808176,,,,
1666,US BK NA ND,9-0002582023,,,,
1667,CANANADAIGUA NATIONAL BANK,1-0000003817,Canandaigua National Corp,225.0,27.0,97.09355937791825
1668,NBH BANK  N.A.,1-0000024994,NBH Bank NA,799.0,9962.0,100.0
1669,WESTERN BANK  NATIONAL ASSOCIA,1-0000025066,,,,
1670,GUARDIAN SAVINGS BANK,1-0000700709,Guardian Savings,540.0,353.0,100.0
1671,UNION FIRST MARKET BANKSHARES,2-0000693224,,,,
1672,BANK OF LABOR,3-0000001874,,,,
1673,PEOPLES SECURITY BANK & TRUST,3-0000007514,Peoples Security Bank & Trust,914.0,37.0,100.0
1674,CLEARFIELD B&TC,3-0000011116,,,,
1675,ABC BANK,3-0000011694,ABC Bank,14.0,187.0,100.0
1676,FIRST STATE BANK & TRUST,3-0000014974,First State Bank & Trust,466.0,180.0,100.0
1677,UNITED BK & TRUST CO,3-0000015608,United Bank & Trust,1145.0,195.0,88.6879894796992
1678,FIRST AMERICAN BANK B&TC,3-0000016858,First American Bank Corp,426.0,215.0,86.16212687790453
1679,CTBC BANK,3-0000019416,CTBC Bank Co Ltd,214.0,9346.0,100.0
1680,DEDHAM INSTITUTION FOR SAVINGS,3-0000023620,Dedham Institution For Savings,331.0,269.0,100.0
1681,REPUBLIC B&TC,3-0000023627,Republic Bancorp Mtg Inc,960.0,251.0,82.49849076647084
1682,HOMETOWN BK A CO-OP BK,3-0000026523,,,,
1683,RESOURCE BANKSHARES,3-0000034803,,,,
1684,HARBORONE BANK,3-0000059070,HarborOne Bank,566.0,721.0,100.0
1685,TENNESSEE VALLEY FEDERAL C U,5-0000001520,Tennessee Valley Federal Credit Union,1094.0,7962.0,86.98362188492318
1686,SUN EAST FEDERAL CREDIT,5-0000006160,Sun East Federal Credit Union,1073.0,476.0,87.94925718758034
1687,MERCK SHARP & DOHME  FCU,5-0000006574,,,,
1688,HUGHES FEDERAL CREDT UNION,5-0000007531,Hughes Federal Credit Union,609.0,2347.0,97.62121384552836
1689,FINANCIAL CENTER FCU,5-0000008594,,,,
1690,HANSCOM FEDERAL CREDIT UNION,5-0000009095,Hanscom Federal Credit Union,565.0,501.0,100.0
1691,UNIVERSITY OF HAWAII FEDERAL C,5-0000010465,,,,
1692,PINNACLE FCU,5-0000015095,,,,
1693,USALLIANCE FCU - MTG OFFICE,5-0000017587,,,,
1694,FRANKLIN MINT FEDERAL CREDIT U,5-0000020042,Franklin Mint Federal Credit Union,483.0,545.0,93.47473345633351
1695,WEBSTER FIRST FEDRAL CREDIT UN,5-0000024557,Webster First Federal Credit Union,1201.0,571.0,93.91697055450963
1696,MOUNTAIN AMERICA FCU,5-0000024692,,,,
1697,TTCU THE CREDIT UNION,5-0000060553,SECU Credit Union,986.0,680.0,83.22969570845076
1698,ARROWHEAD CU,5-0000060700,,,,
1699,NEW  HORIZONS CREDIT  UNION,5-0000060799,,,,
1700,VIBE CREDIT UNION,5-0000062236,Vibe Credit Union,1177.0,11199.0,100.0
1701,CREDIT UNION OF COLORADO  A FE,5-0000064588,,,,
1702,TRUMARK FINANCIAL CU,5-0000066158,,,,
1703,FIRST NORTHERN CU,5-0000066359,,,,
1704,TROPICAL FNCL CU,5-0000068476,,,,
1705,MOVEMENT MORTGAGE  LLC,7-26-0595342,Movement Mortgage Llc,791.0,12150.0,100.0
1706,GFS CAPITAL,7-33-0973601,,,,
1707,UNION HOME MORTGAGE CORP.,7-3827009995,Union Home Mortgage Co,1142.0,8295.0,100.0
1708,FRANLKIN AMERICAN MORTGAGE CO,7-62-1532940,,,,
1709,CORNERSTONE HOME LENDING  INC.,7-76-0236067,Cornerstone Home Lending Inc,307.0,8333.0,100.0
1710,RESORUCE LENDERS INC,7-77-0251790,Resource Lenders,964.0,11406.0,93.22546849338855
1711,HOMEBRIDGE FINANCIAL SERVICES ,7-7811300008,Homebridge Financial Services Inc,598.0,909.0,100.0
1712,AMERICAN FINANCING CORP,7-84-1594306,American Financing Corp,79.0,12219.0,100.0
1713,SUNTRUST BANK  INC,9-0000675332,,,,
1714,SANTANDER BANK N.A.,9-0000722777,,,,
1715,STERLING NATIONAL BANK,1-0000025075,,,,
1716,BANC OF CALIFORNIA  NA,1-0000025080,,,,
1717,LIBERTY BANK,1-0000701639,,,,
1718,MICHAEL J EWELL,1-0000707635,,,,
1719,3RD FEDERAL FINANCIAL,1-99-0029132,,,,
1720,PEOPLES BANK & TRUST CO.,2-0000909055,Peoples Bank & Trust Co,908.0,121.0,100.0
1721,ANDROSCOGGIN SAVINGS BNK,3-0000017751,,,,
1722,UNITED  BANK,3-0000018203,,,,
1723,OLD FLORIDA  BANK,3-0000024244,,,,
1724,BEVERLY BANK,3-0000026601,,,,
1725,DAYTON FIREFIGHTERS FEDERAL CR,5-0000000395,Dayton Firefighters Federal Credit Union,329.0,9503.0,86.22698961849392
1726,NEW MEXICO EDUCATORS FED CU,5-0000000948,,,,
1727,HAWAII STATE FEDERAL CREDIT UN,5-0000001718,Hawaii State Federal Credit Union,576.0,445.0,95.46400081496894
1728,CITADEL,5-0000002099,,,,
1729,1ST ADVANTAGE FCU,5-0000007448,,,,
1730,WEST VIRGINIA FEDERAL CREDIT U,5-0000017057,,,,
1731,FRANKLIN MINT FCU,5-0000020042,,,,
1732,SUNCOAST CREDIT UNION,5-0000023042,Suncoast Credit Union,1075.0,11128.0,100.0
1733,MSU FEDERL CREDIT UNION,5-0000023279,ESL Federal Credit Union,361.0,573.0,84.01250443679854
1734,SPIRE CREDIT UNION,5-0000024356,Spire Credit Union,1053.0,11137.0,100.0
1735,GULF WINDS FEDERAL CREDIT,5-0000024702,Gulf Winds Federal Credit Union,543.0,582.0,88.68659896472145
1736,I H MISSISSIPPI VALLEY CREDIT,5-0000060337,,,,
1737,ACU OF TEXAS,5-0000060608,,,,
1738,MIDFLORIDA  CREDIT UNION,5-0000068600,,,,
1739,RESIDENTIAL MTG SVC  INC.,7-01-0464609,,,,
1740,INTGRITY FIRST FINANCIAL GROUP,7-20-5239910,Integrity First Financial Group,633.0,11342.0,96.82510070390465
1741,CARDINAL FINANCIAL COMPANY  LP,7-23-2470039,Cardinal Financial Co LP,235.0,10558.0,98.33290041537272
1742,UNIVERSAL MORTGAGE AND FINANCE,7-52-2276553,Universal Mortgage & Finance Inc,1157.0,11387.0,92.24955102996573
1743,ATLANTIC BAY MORTGAGE GRP LLC,7-54-1822116,Atlantic Bay Mortgage Group Llc,106.0,9085.0,91.06619237783781
1744,GUARANTEE MORTGAGE CORP,7-80-0051964,GUARANTEE MORTGAGE CORP,507.0,11424.0,100.0
1745,IMPAC MORTGAGE CORP.,7-80-0233937,IMPAC MORTGAGE HOLDINGS INC,616.0,861.0,100.0
1746,REVERSE MORTGAGE FUNDING LLC,7-80-0860209,Reverse Mortgage Funding Llc,966.0,13004.0,100.0
1747,AMERICAN FINANCING CORPORATION,7-84-1594306,,,,
1748,MUFG UNION BANK  N.A.,9-0000212465,,,,
1749,PENFED CREDIT UNION,9-0000546571,,,,
1750,ONEWEST BANK,9-0003918898,,,,
1751,HUNTINGTON FEDERAL,1-0000700470,Huntington Federal,612.0,350.0,100.0
1752,KEARNY BANK,1-0000702319,,,,
1753,CFSBANK,1-0000703866,,,,
1754,BANK@LANTEC,1-0000717960,,,,
1755,PEOPLES BANKING AND TRUST COMP,2-0000577128,,,,
1756,COMMERCE BNAK,3-0000010212,,,,
1757,CTBC BK CORP USA,3-0000019416,,,,
1758,HEARTLAND BANK AND TRUST COM,3-0000020369,Heartland Bank & Trust Co,580.0,7793.0,80.73696721303877
1759,RIVER CITY BANK  GREENWOOD,3-0000026703,,,,
1760,MANSAQUAN BANK,3-0000030470,,,,
1761,NBKC BANK,3-0000035014,,,,
1762,LOWELL FIVE CENT SAVINGS BANK,3-0000090227,Lowell Five Cent Savings Bank,705.0,341.0,100.0
1763,GTE FINANCIAL,5-0000000196,GTE Financial,506.0,424.0,100.0
1764,NUSENDA FEDERAL CREDIT UNION,5-0000000948,NASA Federal Credit Union,795.0,7993.0,87.1396757142335
1765,ARIZONA FEDERAL CU,5-0000001747,,,,
1766,KELLOGG CFCU,5-0000004702,,,,
1767,FINANCIAL CENTER FIRST CU,5-0000008594,,,,
1768,USALLIANCE FED CU,5-0000017587,,,,
1769,CYPRUS FEDERAL CREDIT UNIOM,5-0000024688,,,,
1770,CREDIT UNION OF COLORADO A FCU,5-0000024854,,,,
1771,I H MISSISSIPPI VALLEY CU,5-0000060337,,,,
1772,ACU,5-0000060484,,,,
1773,ACU OF TX,5-0000060608,,,,
1774,VENTURA CIOUNTY CREIDT UNION,5-0000068458,Ventura County Credit Union,1174.0,481.0,94.44590253252262
1775,AVADIAN CREDIT UNION,5-0000068583,,,,
1776,MIDFLORIDA CREIDT UNION,5-0000068600,MidFlorida Credit Union,773.0,554.0,96.12136417305976
1777,BROKER SOLUTION INC.,7-01-0726495,,,,
1778,SOVEREIGN LENDING GROUP,7-20-2471369,Sovereign Lending Group,1050.0,13705.0,100.0
1779,HOME POINT FINANCIAL CORP,7-20-8921389,,,,
1780,FINANCE OF AMERICA MORTGAGE LL,7-23-2769131,,,,
1781,UNITED SHORE,7-38-2750395,,,,
1782,DITECH FINANCIAL LLC,7-41-1795868,,,,
1783,HOMESIDE FINANCIAL  LLC,7-46-3689142,Homeside Financial Llc,599.0,13742.0,100.0
1784,JG WENTWORTH HOME LENDING LLC,7-54-1994393,,,,
1785,STANDARD MORTGAGE CORP.,7-72-0593959,STANDARD MORTGAGE CORP,995.0,797.0,100.0
1786,EVERETT FINANCIAL INC. DBA SUP,7-75-2695327,,,,
1787,ARK-LA TEX FINANCIAL SERVICES,7-75-2838184,,,,
1788,WALLICK & VOLK  INC.,7-83-0171636,Wallick & Volk Inc,1194.0,818.0,100.0
1789,AMERICAN FINANCING CORPORTAION,7-84-1594306,,,,
1790,PRIMARY RESIDENTIAL MORTGAGE I,7-86-0860478,Primary Residential Mortgage Inc,929.0,784.0,96.4991535253429
1791,MB FINANCIAL BANK NA,9-0000656733,IAB Financial Bank,614.0,205.0,84.35430238143663
1792,CIT BANK  NA,9-0003918898,CIT Group Inc,195.0,135.0,100.0
1793,CENTER NATIONAL BANK,1-0000020448,Center National Bank,242.0,13881.0,100.0
1794,HOME BANK  NATIONAL ASSOCIATIO,1-0000025106,,,,
1795,BANKFINANCIAL NA,1-0000025140,BankFinancial FSB,155.0,366.0,85.60409507587958
1796,GEDDES FEDERAL SAVINGS & LOAN,1-0000705278,Geddes Federal Savings & Loan Assn,510.0,385.0,91.81322480250893
1797,SLOVENIAN S&LA FRANKLIN CONEM,1-0000707703,,,,
1798,NORTHFIELD BANK,1-0000718063,,,,
1799,MIDWEST BANKCENTRE,2-0000657459,Midwest BankCentre,780.0,112.0,100.0
1800,SIMMONS BANK,2-0000663245,,,,
1801,CBT BANK,3-0000011116,,,,
1802,MONROE BANK AND TRUST,3-0000012181,Monroe Bank & Trust,786.0,191.0,84.8355456163894
1803,KISH BANK,3-0000014969,Kish Bank,663.0,14029.0,100.0
1804,FIRST MIDWEST BANK OF DEXTER,3-0000019001,,,,
1805,BRUNSWICK BANK AND TRUST,3-0000020220,Brunswick Bank & Trust,186.0,258.0,87.47184372211713
1806,HICKORY POINT BANK & TRUST,3-0000022874,Hickory Point Bank & Trust,585.0,417.0,100.0
1807,FLORENCE BANK,3-0000023293,,,,
1808,BANK OF HOPE,3-0000026610,,,,
1809,TIMBERLAND BANK,3-0000028453,Timberland Bancorp Inc,1102.0,295.0,100.0
1810,ROSELLE SAVINGS BANK,3-0000028567,Roselle Savings Bank,980.0,297.0,100.0
1811,FIRST INTERNET BANK OF INDIANA,3-0000034607,,,,
1812,AZ FEDERAL CREDIT UNION,5-0000001747,Bay Federal Credit Union,163.0,520.0,90.76286226110653
1813,PEARL HAWAII FCU,5-0000001961,,,,
1814,SOUTH JERSEY FCU,5-0000003951,,,,
1815,ENT CREDIT UNION,5-0000011570,Crescent Credit Union,322.0,729.0,80.18239559928452
1816,XCEED FINANCIAL FEDERAL CU,5-0000020068,Xceed Financial Federal Credit Union,1220.0,546.0,84.05911161734063
1817,CITY & COUNTY CREDIT UNION,5-0000060255,City & County Credit Union,269.0,589.0,100.0
1818,ONEAZ CREDIT UNION,5-0000061315,One NV Credit Union,870.0,479.0,84.18067526063874
1819,AFFINITY CU,5-0000062829,,,,
1820,ST MARY'S BAK CU,5-0000063829,,,,
1821,WRIGHT- PATT CREDIT UNION  INC,5-0000066328,Wright-Patt Credit Union Inc,1219.0,679.0,91.36337624677049
1822,GUARDIAN CU,5-0000066638,,,,
1823,LEOMINSTER CREDIT  UNION,5-0000066699,,,,
1824,MEMBERS PLUS CREDIT UNION,5-0000066706,Members Plus Credit Union,756.0,699.0,100.0
1825,FLORIDACENTRAL CREDIT UNION,5-0000067668,Florida Central Credit Union,473.0,723.0,88.95941988055822
1826,MERIWEST CREDIT UNION,5-0000068394,Meriwest Credit Union,761.0,751.0,100.0
1827,KELLOGG COMMUNITY CREDIT UNION,5-0000068678,Kellogg Community Federal Credit Union,653.0,464.0,86.81444929930292
1828,FINANCE OF AMERICA REVERSE LLC,7-20-0304793,Finance Of America Holdings Llc,422.0,13717.0,80.26895760147163
1829,AAG,7-20-1832276,,,,
1830,HIGH TECH LENDING INC.,7-20-5238443,HighTechLending Inc,586.0,11341.0,80.34389493221829
1831,ABSOLUTE HOME MORTGAGE CORPORA,7-22-3603829,,,,
1832,CARDINAL FINANCIAL COMPANY  LI,7-23-2470039,Cardinal Financial Co LP,235.0,10558.0,94.64673000005693
1833,AXIA FINANCIAL LLC,7-26-0455770,Axia Financial Llc,110.0,14483.0,100.0
1834,ISERVE ESIDENTIAL LENDING  LLC,7-26-4193875,Iserve Residential Lending Llc,640.0,11361.0,83.00138982677497
1835,RUOFF MORTGAGE COMPANY,7-35-1616238,Ruoff Home Mortgage,982.0,14491.0,82.46190261838416
1836,NETWORK CAPITAL FUNDING CORPOR,7-47-0873092,Network Capital Funding Corp,818.0,11382.0,84.57828958027913
1837,AMERICAN INTERNET MORTGAGE  IN,7-52-2091594,American Internet Mortgage Inc,81.0,1751.0,94.79459071340406
1838,RANLIFE  INC.,7-87-0682600,RANLife Inc,944.0,14550.0,100.0
1839,SOFI LENDING CORP.,7-90-0790926,,,,
1840,DIRECTORS MORTAGAGE  INC,7-93-1248952,Directors Mortgage Inc,343.0,5682.0,96.46778045971995
1841,LENOX FINANCIAL MORTGAGE CORPO,7-95-4762204,Lenox Financial Mortgage,693.0,5685.0,88.38420400205777
1842,ZB  N.A.,9-0000276579,,,,
1843,Canandaigua National Bank and,1-0000003817,Canandaigua National Corp,225.0,27.0,92.11788518051448
1844,"Home Bank, National Association",1-0000025106,,,,
1845,Rosedale Federal Savings & Loa,1-0000703758,Rosedale Federal Savings & Loan Assn,979.0,372.0,90.28155902000651
1846,Geddes Federal Savings and Loan Association,1-0000705278,Geddes Federal Savings & Loan Assn,510.0,385.0,86.14476037847822
1847,Colonial Savings,1-0000706809,Colonial Savings FA,281.0,391.0,90.9916573741794
1848,QUAD CITY BANKD AND TRUST COMP,2-0002142155,,,,
1849,PRIMELENDING,2-0002888798,,,,
1850,Peoples Security Bank and Trus,3-0000007514,Peoples Security Bank & Trust,914.0,37.0,89.647042040458
1851,RIVERVIEW BANK,3-0000011116,,,,
1852,"Community Bank & Trust, Waco, Texas",3-0000017108,,,,
1853,"NORTH SHORE BANK, A CO-OPERATI",3-0000026484,,,,
1854,WILSON BANK AND TRUST,3-0000026962,Wilson Bank & Trust,1215.0,288.0,84.80809992370325
1855,AMERICAN SOUTHWEST MORTGAGE CO,3-73-1374559,,,,
1856,River City Federal Credit Union,5-0000000926,River City Federal Credit Union,970.0,433.0,100.0
1857,North Jersey Federal Credit Union,5-0000001015,North Jersey Federal Credit Union,834.0,435.0,100.0
1858,SOUTH CAROLINA FEDERAL CREDIT,5-0000001022,South Carolina Federal Credit Union,1037.0,436.0,90.34138641954766
1859,University Federal Credit Union,5-0000001367,University Federal Credit Union,1159.0,441.0,100.0
1860,Hawaii State Federal Credit Union,5-0000001718,Hawaii State Federal Credit Union,576.0,445.0,100.0
1861,HAWAIIUSA,5-0000001815,,,,
1862,Western Sun Federal Credit Union,5-0000004202,Western Sun Federal Credit Union,1211.0,461.0,100.0
1863,Glass City Federal Credit Union,5-0000005495,Glass City Federal Credit Union,516.0,469.0,100.0
1864,HARVESTERS FEDERAL CREDIT UNION,5-0000005727,Harvesters Federal Credit Union,572.0,472.0,100.0
1865,Alaska USA Federal CU,5-0000005913,,,,
1866,People First Federal Credit Un,5-0000006885,People First Federal Credit Union,906.0,486.0,95.4054351158741
1867,GENCO Federal Credit Unioin,5-0000008585,Genco Federal Credit Union,511.0,496.0,98.05429205624424
1868,CAP COM FCU,5-0000008658,,,,
1869,UTAH COMMUNITY FEDERAL CREDIT,5-0000010709,,,,
1870,Sandia Area Federal Credit Union,5-0000011316,Sandia Area Federal Credit Union,1014.0,517.0,100.0
