,lender_name,lender_id,advertiser_name,advertiser_id,match_index,score
935,"FIRST MORTGAGE COMPANY, INC",7-7187200007,First Mortgage Co,449.0,848.0,100.0
936,QUICKEN LOANS,7-7197000003,,,,
937,"NETWORK MORTGAGE SERVICES, INC",7-7197100004,NETWORK MORTGAGE INC,801.0,850.0,100.0
938,FIRST CALIFORNIA MORTGAGE CO.,7-72-1545376,,,,
939,"SUBURBAN MORTGAGE, INC.",7-7253300001,SUBURBAN MORTGAGE ASSOC INC,1000.0,854.0,82.98767577969636
940,ACADEMY MORTGAGE CORPORATION,7-7257500009,,,,
941,"MORTGAGE MARKET, INCORPORATED",7-7261400008,,,,
942,ALLEN TATE MORTGAGE SERVICES,7-7291100002,,,,
943,"COASTAL MORTGAGE SERVICES, INC",7-7292600000,COASTAL MORTGAGE,200.0,859.0,100.0
944,"LEND AMERICA, INC.",7-7334700009,Lend America Inc,691.0,4663.0,100.0
945,IMPAC FUNDING CORP,7-7343000001,,,,
946,BROADVIEW MORTGAGE COMPANY,7-7362200006,BROADVIEW MORTGAGE CO,128.0,862.0,100.0
947,ENTERPRISE MORTGAGE CORP,7-7362600000,ENTERPRISE MORTGAGE CO,359.0,863.0,100.0
948,MILESTONE MORTGAGE CORPORATION,7-7364500001,,,,
949,GREENLIGHT FINANCIAL SERVICES,7-7364800008,Greenlight Financial Services,530.0,2742.0,100.0
950,"MERIT FINANCIAL, INC",7-7375700007,Merit Financial,760.0,2743.0,100.0
951,FIRST CHOICE MORTGAGE SERVICES,7-7392200000,First CA Mortgage Co,430.0,3698.0,81.25963593797714
952,INTERCOASTAL MORTGAGE COMPANY,7-7416700009,Intercoastal Mortgage Co,635.0,866.0,100.0
953,AMERICAN FINANCIAL NETWORK,7-7428000003,AMERICAN FINANCIAL NETWORK,29.0,2745.0,100.0
954,LOANCITY.COM,7-7428900001,LOANCITY.COM,673.0,867.0,100.0
955,CITYWIDE MORTGAGE COMPANY,7-7435600008,CITYWIDE MORTGAGE CO,197.0,868.0,100.0
956,CONCORD MORTGAGE,7-7465600054,CONCORD MORTGAGE CO,207.0,869.0,100.0
957,CAMBRIDGE MORTGAGE CORPORATION,7-7487300009,,,,
958,CENTEX HOME EQUITY COMPANY LLC,7-75-2921540,,,,
959,ARLINGTON CAPITAL MORTGAGE,7-7503100002,Arlington Capital Mortgage Corp,97.0,872.0,100.0
960,ALLIED HOME MORTGAGE CAPITAL C,7-7507300007,Allied Home Mortgage Capital Corp,63.0,874.0,96.52725523622081
961,COMSTOCK MORTGAGE,7-7540300005,Comstock Mortgage Co,300.0,875.0,100.0
962,WALL STREET MORTGAGE BANKERS,7-7552800000,WALL STREET MORTGAGE BANKERS LTD,1185.0,876.0,100.0
963,SYNERGY MORTGAGE CORP,7-7554200008,SYNERGY MORTGAGE,1005.0,877.0,100.0
964,PRINCIPAL RESIDENTIAL MORTGAGE,7-7564000004,PRINCIPAL RESIDENTIAL MORTGAGE INC,887.0,878.0,100.0
965,"Greentree Mortgage Co., L.P.",7-7568300002,GREENTREE MORTGAGE CORP,505.0,879.0,92.22308348225106
966,SUMMIT MORTGAGE CORPORATION,7-7569700002,,,,
967,H&R BLOCK MORTGAGE CORPORATION,7-7592700002,,,,
968,OPTION ONE MORTGAGE CORP.,7-7604800006,OPTION ONE MORTGAGE CORP,857.0,882.0,100.0
969,MONEY CORP(FN),7-7619100004,,,,
970,"MORTGAGE FINANCIAL SERVICES, I",7-7621100007,MORTGAGE FINANCIAL INC,721.0,885.0,94.36014091012038
971,WORLD WIDE FINANCIAL SERVICES,7-7621700002,WORLD WIDE FINANCIAL SERVICES INC,1191.0,886.0,100.0
972,HOMEBRIDGE MORTGAGE BANKERS,7-7624400009,,,,
973,AMERISOUTH MORTGAGE COMPANY,7-7658800002,AMERISOUTH MORTGAGE CO,40.0,892.0,100.0
974,PROSPERITY MORTGAGE COMPANY,7-7664000008,PROSPERITY MORTGAGE CO,890.0,895.0,100.0
975,PLATINUM HOME MORTGAGE CORP,7-7667200009,PLATINUM MORTGAGE,883.0,896.0,85.27259454643537
976,VITEK MORTGAGE GROUP,7-7674000006,Vitek Mortgage Group,1183.0,2774.0,100.0
977,HOME SAVINGS MORTGAGE,7-7692500004,HOME SAVINGS MORTGAGE,551.0,898.0,100.0
978,AMERICAN HOME MORTGAGE,7-7699300007,AMERICAN HOME MORTGAGE CORP,32.0,899.0,100.0
979,"LEADER MORTGAGE COMPANY, INC.",7-7702900008,LEADER MORTGAGE INC,669.0,900.0,100.0
980,AMERICAN HOME LOANS,7-7718200008,AMERICAN HOME LOANS,31.0,901.0,100.0
981,LEGACY MORTGAGE,7-7731100009,LEGACY MORTGAGE,670.0,902.0,100.0
982,ADVANCED MORTGAGE GROUP CORP.,7-7732200006,ADVANCED MORTGAGE GROUP,20.0,3750.0,100.0
983,"Mortgage America, Inc.",7-7734800004,MORTGAGE AMERICA INC,718.0,1834.0,100.0
984,AMERICAN EQUITY MORTGAGE,7-7756300009,AMERICAN EQUITY MORTGAGE INC,27.0,903.0,100.0
985,AMERIQUEST MORTGAGE COMPANY,7-7756600001,,,,
986,AMERICAN MORTGAGE EXPRESS CORP,7-7768100008,AMERICAN MORTGAGE EXPRESS CORP,34.0,905.0,100.0
987,HOMESTEAD FUNDING CORP.,7-7776400006,Homestead Funding Corp,600.0,906.0,100.0
988,"FIRST PRIORITY MORTGAGE, INC.",7-7776600008,1ST PRIORITY MORTGAGE,3.0,907.0,87.44045945256596
989,FRANKLIN AMERICAN MORTGAGE CO,7-7784800005,,,,
990,"REAL ESTATE MORTGAGE NETWORK,",7-7811300008,,,,
991,"MORTGAGE MASTER, INC.",7-7820500001,MORTGAGE MARKET INC,723.0,856.0,84.25450231953597
992,"CMG MORTGAGE, INC.",7-7844200000,CMG MORTGAGE INC,199.0,912.0,100.0
993,CAPITAL FUNDING GROUP,7-7866800005,Capital Funding Group,231.0,913.0,100.0
994,HCI MORTGAGE,7-7868600006,HCI MORTGAGE,546.0,914.0,100.0
995,"MEMBERS MORTGAGE COMPANY, INC.",7-7885700004,MEMBERS MORTGAGE CO INC,714.0,915.0,100.0
996,FIELDSTONE MORTGAGE COMPANY,7-7892800004,MILESTONE MORTGAGE INC,717.0,864.0,84.2120791352808
997,NEW CENTURY MTG CORPORATION,7-7900200006,,,,
998,NEW FREEDOM MORTGAGE CORP,7-7927200007,NEW FREEDOM MORTGAGE CORP,802.0,918.0,100.0
999,TRANSLAND FINANCIAL SERVICES,7-7952900006,TRANSLAND FINANCIAL SERVICES INC,1085.0,920.0,100.0
1000,COASTAL MORTGAGE CORPORATION,7-7969700007,,,,
1001,"PACIFIC NORTHWEST MORTGAGE, IN",7-93-1280705,PACIFIC NORTHWEST MORTGAGE INC,876.0,4719.0,94.12704433517418
1002,"HMS CAPITAL, INC.",7-95-4607423,HMS Capital,549.0,3765.0,100.0
1003,EMPIRE MORTGAGE CORPORATION,7-95-4855230,,,,
1004,JPMORGAN CHASE BANK,1-0000000008,JP Morgan Chase & Co,643.0,1.0,94.0289511739441
1005,National City Bank of Indiana,1-0000000869,NATIONAL CITY BANK OF IN,797.0,10.0,87.94982455415173
1006,"CADENCE BANK, N.A.",1-0000003656,Cadence Bancorp Llc,216.0,26.0,100.0
1007,COUNTY NB,1-0000013998,,,,
1008,LORAIN NATIONAL BANK,1-0000014290,Lorain National Bank,704.0,54.0,100.0
1009,THUMB NATIONAL BANK & TRUST CO,1-0000015817,Thumb National Bank & Trust Co,1100.0,3825.0,100.0
1010,LASALLE BANK MIDWEST NA,1-0000016660,,,,
1011,ORLANDO NATIONAL BANK,1-0000017553,Old National Bancorp,865.0,40.0,81.26852475750535
1012,UNITY NATIONAL BANK,1-0000021008,,,,
1013,BARRINGTON BANK & TRUST CO.NA,1-0000023216,,,,
1014,"TD BANKNORTH, N.A.",1-0000024096,,,,
1015,"COUNTRYWIDE BANK, N. A.",1-0000024141,,,,
1016,"HSBC BANK USA, NA",1-0000024522,,,,
1017,IRWIN UNION BANK,2-0000130943,,,,
1018,DEUTSCHE BANK TRUST COMPANY,2-0000214807,,,,
1019,FIFTH THIRD BANK (OHIO),2-0000723112,Fifth Third Bancorp,419.0,70.0,80.45366872055881
1020,SOUTHERN COMMUNITY BANK AND TR,2-0002514547,Southern Community Bank & Trust,1043.0,329.0,85.45455927681405
1021,LANDMARK BANK,3-0000000307,Landmark Bank,686.0,18.0,100.0
1022,UNITY BANK EAST,3-0000008545,,,,
1023,F&M BANK,3-0000009963,F&M Bancorp,387.0,179.0,100.0
1024,GUARANTY BANK AND TRUST COMPAN,3-0000014704,,,,
1025,JEFFERSON BANK,3-0000016470,Jefferson Bank,646.0,206.0,100.0
1026,STANDARD BANK & TRUST COMPANY,3-0000016606,Standard Bank & Trust Co,1058.0,208.0,100.0
1027,FIRST AMERICAN BANK & TRUST CO,3-0000016858,,,,
1028,SOY CAPITAL BANK & TRUST COMPA,3-0000017598,,,,
1029,CHELSEA GROTON SAVINGS BANK,3-0000018238,,,,
1030,HERITAGE COMMUNIYT BANK,3-0000020078,Heritage Community Bank,581.0,257.0,95.20209610904308
1031,BRUNSWICK BANK & TRUST,3-0000020220,Brunswick Bank & Trust,186.0,258.0,100.0
1032,PEOPLESSOUTH BANK,3-0000021292,,,,
1033,THE HOME SAVINGS AND LOAN COMP,3-0000028114,,,,
1034,ANCHOR SAVINGS BANK,3-0000028454,,,,
1035,MAGYAR BANK,3-0000030704,Magyar Bancorp,734.0,316.0,100.0
1036,COMMUNITY BANK & TRUST-ALABAMA,3-0000032968,,,,
1037,GULF COAST BANK AND TRUST CO,3-0000032974,Gulf Coast Bank & Trust Co,542.0,323.0,88.7148808613444
1038,SYNOVUS BANK OF TAMPA BAY,3-0000034172,,,,
1039,AMERICAN TRUST BANK,3-0000057432,American Trust Bank,83.0,5052.0,100.0
1040,INSTITUTION FOR SAVINGS,3-0000090250,Institution For Savings,630.0,342.0,100.0
1041,HOME FEDERAL S&L ASSOCIATION,4-0000000057,,,,
1042,WASHINGTON FEDERAL SAVINGS,4-0000000880,Washington Federal Inc,1195.0,354.0,80.80644389112285
1043,FIRST FEDERAL SAVINGS & LOAN A,4-0000002004,First Federal Savings & Loan,442.0,360.0,96.33982188862682
1044,WINDSOR FEDERAL SAVINGS,4-0000003781,Windsor Federal Savings,1216.0,373.0,100.0
1045,LINCOLN FEDERAL SAVINGS BANK O,4-0000003896,,,,
1046,"PROVIDENT SAVINGS BANK, FSB",4-0000006051,Provident Savings Bank,935.0,190.0,88.40321584516512
1047,DOWNEY SAVINGS AND LOAN,4-0000006189,,,,
1048,"CHEVY CHASE BANK,  F.S.B.",4-0000008145,,,,
1049,NETBANK FSB,4-0000008475,,,,
1050,UNION FEDERAL BANK OF INDIANAP,4-0000008529,,,,
1051,AIG FEDERAL SAVINGS BANK,4-0000014939,Federal Savings Bank,418.0,377.0,82.50219225882645
1052,GE MONEY BANK,4-0000015044,,,,
1053,EVERBANK,4-0000015115,,,,
1054,"AMERICAN EXPRESS BANK, FSB",4-0000015648,American Express Co,78.0,5134.0,88.07185768069475
1055,"ING BANK, FSB",4-0000016782,,,,
1056,STATE DEPARTMENT FCU,5-0000000435,,,,
1057,NEW MEXICO EDUCATORS FEDERAL C,5-0000000948,New Mexico Educators Federal Credit Union,825.0,434.0,85.56455683417573
1058,NORTH JERSEY FEDERAL CREDIT UN,5-0000001015,North Jersey Federal Credit Union,834.0,435.0,95.39478797633113
1059,MidWest America Federal Credit,5-0000001427,Midwest America Federal Credit Union,778.0,443.0,90.96043739647524
1060,EL PASO EMPLOYEES FEDERAL CU,5-0000001792,,,,
1061,SUNMARK FEDERAL CREDIT UNION,5-0000001884,Sunmark Federal Credit Union,1076.0,450.0,100.0
1062,PEARL HARBOR FCU,5-0000001961,,,,
1063,THE SUMMIT FEDERAL CREDIT UNIO,5-0000004580,Summit Federal Credit Union,1071.0,463.0,98.01254476901332
1064,KELLOGG COMMUNITY FEDERAL CU,5-0000004702,Kellogg Community Federal Credit Union,653.0,464.0,83.63675978601539
1065,UNITED SOUTHEAST FEDERAL C U,5-0000004714,United Southeast Federal Credit Union,1152.0,465.0,86.06218964205432
1066,PACIFIC OAKS FEDERAL CR UNION,5-0000005662,Pacific Oaks Federal Credit Union,894.0,4239.0,92.69226833464113
1067,HARVESTERS FED.  CREDIT UNION,5-0000005727,,,,
1068,MERCK SHARP & DOHME FCU,5-0000006574,,,,
1069,NECHESHUNTSMAN FEDERAL CU,5-0000007916,,,,
1070,FINANCE CENTER FEDERAL C U,5-0000008594,Finance Center Federal Credit Union,421.0,497.0,83.90269816481371
1071,HERITAGE TRUST FCU,5-0000009986,,,,
1072,SANDIA AREA FEDERAL CU,5-0000011316,Sandia Area Federal Credit Union,1014.0,517.0,81.50780997154318
1073,CHARTWAY FCU,5-0000013242,,,,
1074,DIAMOND VALLEY,5-0000014135,,,,
1075,CROSS VALLEY FEDERAL C U,5-0000019228,Cross Valley Federal Credit Union,323.0,541.0,83.45724542837635
1076,JOHNS HOPKINS FEDERAL CREDIT U,5-0000020623,Johns Hopkins Federal Credit Union,647.0,549.0,93.02468876657284
1077,U.F. FEDERAL CREDIT UNION,5-0000024165,UT Federal Credit Union,1133.0,543.0,91.34350975655772
1078,TELCOE FCU,5-0000024202,,,,
1079,NorthCountry Federal Credit Un,5-0000024312,NorthCountry Federal Credit Union,836.0,563.0,95.26866394214387
1080,WINGS FINANCIAL FCU,5-0000024351,,,,
1081,TRUSERVICE FEDERAL CU,5-0000024390,,,,
1082,MOUNTAIN AMERICA FEDERAL C. U.,5-0000024692,,,,
1083,GOLDENWEST FEDERAL CREDIT UNIO,5-0000024693,Goldenwest Credit Union,522.0,635.0,80.69728709738678
1084,GULF WINDS FEDERAL C U,5-0000024702,Gulf Winds Federal Credit Union,543.0,582.0,81.67484412549925
1085,WASHINGTON STATE EMP.CU,5-0000060042,,,,
1086,GECU OF EL PASO,5-0000060058,GECU Of El Paso,496.0,578.0,100.0
1087,Achieva Credit Union,5-0000060087,Achieva Credit Union,48.0,4341.0,100.0
1088,NORTHWEST COMMUNITY,5-0000060276,,,,
1089,IH MISSISSIPPI VALLEY C U,5-0000060337,,,,
1090,TULSA FEDERAL EMPLOYEES CREDIT,5-0000060575,Tulsa Federal Employees Credit Union,1122.0,598.0,90.96952036054303
1091,DHCU COMMUNITY CREDIT UNION,5-0000061093,Community Credit Union,294.0,656.0,84.9952914696097
1092,NEWPORT NEWS SHIPBUILDING ECU,5-0000061330,,,,
1093,MEADOWS CREDIT UNION,5-0000061639,MEADOWS CREDIT UNION,713.0,5340.0,100.0
1094,ONPOINT COMMUNITY CREDIT UNION,5-0000062745,OnPoint Community Credit Union,869.0,4400.0,100.0
1095,SELCO CREDIT UNION,5-0000063196,Patelco Credit Union,899.0,599.0,84.66404843335789
1096,STATE CENTER CREDIT UNION,5-0000063819,STATE CENTER CREDIT UNION,996.0,3463.0,100.0
1097,PA STATE EMPLOYEES C U,5-0000064131,,,,
1098,WRIGHT-PATT CREDIT UNION INC,5-0000066328,Wright-Patt Credit Union Inc,1219.0,679.0,100.0
1099,SECU CREDIT UNION,5-0000066330,SECU Credit Union,986.0,680.0,100.0
1100,DELTA COMMUNITY CU,5-0000066357,,,,
1101,FIRST NORTHERN CREDIT UNION,5-0000066359,First Northern Credit Union,453.0,5399.0,100.0
1102,HARBORTSTONE CREDIT UNION,5-0000066399,Harborstone Credit Union,567.0,685.0,97.11621392193449
1103,UW CREDIT UNION,5-0000066492,UW Credit Union,1134.0,687.0,100.0
1104,FIRST COMMUNITY C.U.,5-0000066818,,,,
1105,BEACON CREDIT UNION,5-0000066965,Beacon Credit Union,166.0,5424.0,100.0
1106,COMMUNITY C.U.,5-0000067925,,,,
1107,CORNERSTONE FINANCIAL CREDIT U,5-0000067972,,,,
1108,KNOXVILLE TVA EMPLOYEES C. U.,5-0000068085,Knoxville TVA Employees Credit Union,664.0,732.0,84.9379731861387
1109,FORUM CREDIT UNION,5-0000068248,Forum Credit Union,478.0,738.0,100.0
1110,FIRST ENTERTAINMENT CR UNION,5-0000068373,First Entertainment Credit Union,437.0,746.0,93.45023659872341
1111,ILLIANA FINANCIAL CREDIT UNION,5-0000068425,Illiana Financial Credit Union,624.0,442.0,100.0
1112,NORTH ISLAND CREDIT UNION,5-0000068452,NORTH ISLAND FINANCIAL CREDIT UNION,804.0,458.0,82.58544622924374
1113,MUTUAL SECURITY CREDIT UNION I,5-0000068479,Mutual Security Credit Union,794.0,557.0,96.5999960438969
1114,MATADORS CMNTY CU,5-0000068483,,,,
1115,PACIFIC MARINE CREDIT UNION,5-0000068494,Pacific Marine Credit Union,893.0,495.0,100.0
1116,LOS ANGELES FIREMENS CR. UN.,5-0000095053,LOS ANGELES FIREMENS CREDIT UNION,676.0,761.0,87.84296366931287
1117,"BROKER SOLUTIONS, INC",7-01-0726495,,,,
1118,INVESTORS MORTGAGE  LENDING,7-1064300005,,,,
1119,"AMERICAN LENDING GROUP, INC",7-1090400005,AMERICAN LENDING GROUP INC,33.0,5509.0,100.0
1120,ACCREDITED MORTGAGE SERVICE,7-1394453371,ACCREDITED MORTGAGE SERVICE,18.0,5526.0,100.0
1121,SLM FINANCIAL CORPORATION,7-1405200006,,,,
1122,LENDERS DEPOT INC.,7-1525600001,LENDERS DEPOT INC,671.0,5534.0,100.0
1123,HOME123 CORPORATION,7-1556900003,,,,
1124,PEOPLE'S CHOICE FINANCIAL CORP,7-1557900001,,,,
1125,ARK-LA-TEX DBA BENCHMARK MTG.,7-1614900001,,,,
1126,CREDIT SUISSE FINANCIAL CORP,7-1750800001,,,,
1127,HOMEBANC CORP.,7-20-0863067,,,,
1128,"AMC MORTGAGE SERVICES, INC.",7-2033000009,IMPAC MORTGAGE HOLDINGS INC,616.0,861.0,81.27315318546161
1129,PHH HOME LOANS,7-2317700005,,,,
1130,PARAMOUNT MORTGAGE COMPANY,7-2483809994,PARAMOUNT MORTGAGE CO,878.0,802.0,100.0
1131,"PREMIER MORTGAGE FUNDING, INC",7-30-0030026,PREMIER MORTGAGE FUNDING INC,885.0,5568.0,100.0
1132,PHH MORTGAGE CORPORATION,7-3027509990,,,,
1133,MORGAN STANLEY CREDIT CORPORAT,7-36-2677063,,,,
1134,GUARANTEED RATE INC,7-36-4327855,,,,
1135,"COMMONSENSE MORTGAGE, INC.",7-41-1922395,COMMONSENSE MORTGAGE INC,204.0,5579.0,100.0
1136,"MORTGAGE WORLD BANKERS, INC.",7-42-1586715,,,,
1137,METAMERICA MORTGAGE BANKERS,7-54-1761455,MetAmerica Mortgage Bankers Inc,762.0,5588.0,100.0
1138,FIRST HERITAGE MORTGAGE L.L.C.,7-54-1822464,1ST HERITAGE MORTGAGE,2.0,5589.0,87.4003752932733
1139,FIRST OPTION MORTGAGE,7-68-0570826,FIRST OPTION MORTGAGE CORP,401.0,5602.0,100.0
1140,ACADEMY MORTGAGE COPORATION,7-7257500009,,,,
1141,"MORTGAGE MARKET, INC.",7-7261400008,MORTGAGE MARKET INC,723.0,856.0,100.0
1142,LOANCITY,7-7428900001,LOANCITY.COM,673.0,867.0,80.50175708735027
1143,HOMETOWN MORTGAGE CO. INC,7-7454200004,HOMETOWN MORTGAGE CO INC,558.0,5638.0,100.0
1144,MORTGAGE CONSULTANTS INC,7-7464100001,MORTGAGE CONSULTANTS INC,720.0,5639.0,100.0
1145,SUMMIT MORTGAGE CORPORATON,7-7569700002,,,,
1146,"NETWORK FUNDING, L.P.",7-76-0561995,Network Funding Corp,819.0,780.0,88.84148270661022
1147,MONEY CORP (FN),7-7619100004,,,,
1148,"MORTGAGE FINANCIAL, INC.",7-7621100007,MORTGAGE FINANCIAL INC,721.0,885.0,100.0
1149,SANTA CLARA PARTNERS MORTGAGE,7-7626600003,,,,
1150,WESTSTAR MORTGAGE CORPORATION,7-7638200000,,,,
1151,NORTHWEST MORTGAGE GROUP INC.,7-7894400003,NORTHWEST MORTGAGE INC,806.0,5677.0,100.0
1152,NEW CENTURY MORTGAGE CORPORATI,7-7900200006,New Century Mortgage Corp,822.0,917.0,80.11722092914087
1153,AMERICAN PACIFIC MORTGAGE,7-7992700007,AMERICAN PACIFIC MORTGAGE CORP,36.0,5680.0,100.0
1154,NOVA HOME LOANS,7-86-0415227,Nova Home Loans,849.0,5681.0,100.0
1155,DIRECTORS MORTGAGE,7-93-1248952,Directors Mortgage Inc,343.0,5682.0,100.0
1156,LENOX FINANCIAL MORTGAGE CORP.,7-95-4762204,Lenox Financial Mortgage,693.0,5685.0,100.0
1157,THE FIRST NATIONAL BNK OF LI,1-0000013126,FIRST NATIONAL BANK OF AZ,398.0,1004.0,82.1366807961997
1158,CAPITAL ONE N.A.,1-0000013688,,,,
1159,"METLIFE BANK, N.A.",1-0000023743,Metlife Inc,764.0,81.0,100.0
1160,"UBS AG, NEW YORK BRANCH",1-0000080118,,,,
1161,MANUFACTURERS AND TRADERS TRUS,2-0000501105,,,,
1162,ADIRONDACK TC,2-0000645317,Adirondack Bank,49.0,72.0,84.9618897711028
1163,EVB,2-0000790721,,,,
1164,FIFTH THIRD BANK MICHIGAN,2-0000913940,,,,
1165,BAY COMMUNITY BANK,2-0002736442,,,,
1166,THE BANK OF MISSOURI,3-0000001617,,,,
1167,MYLUBBOCKBANK,3-0000001720,,,,
1168,CLEARFIELD BANK & TRUST CO.,3-0000011116,Clearfield Bank & Trust Co,273.0,5870.0,100.0
1169,CNB BANK,3-0000013876,,,,
1170,DELAWARE COUNTY BANK AND TRUST,3-0000016940,Delaware County Bank & Trust Cs,332.0,216.0,85.10081996104576
1171,COMMERCE BANK &TRUST COMPANY,3-0000017484,,,,
1172,SACO & BIDDEFORD SAVINGS INSTI,3-0000017743,Saco & Biddeford Savings Institution,1007.0,226.0,89.93855553600231
1173,LACONIA SAVINGS BANK,3-0000018012,,,,
1174,SALEM FIVE CENT SAVINGS BANK,3-0000023296,Salem Five Cents Savings Bank,1010.0,268.0,97.50048798004497
1175,ONE UNITED BANK,3-0000023966,OneUnited Bank,872.0,272.0,91.86512861711104
1176,PRUDENTIAL SAVINGS BANK,3-0000030011,,,,
1177,COMMUNITY BANK & TRUST - AL,3-0000032968,Community Bank & Trust,292.0,145.0,90.29628304428759
1178,GULF COAST BANK & TRUST CO.INC,3-0000032974,Gulf Coast Bank & Trust Co,542.0,323.0,83.36054051897723
1179,COTTAGE SAVINGS BANK,3-0000057089,Cottage Savings Bank,309.0,6014.0,100.0
1180,NORTHWEST COMMERCIAL BANK,3-0000057191,Northwest Commercial Bank,843.0,6015.0,100.0
1181,GMAC BANK,3-0000057803,,,,
1182,FIRST FEDERAL SAVINGS AND LOAN,4-0000002004,First Federal Savings & Loan,442.0,360.0,92.93682597137472
1183,"MIDAMERICA BANK, FSB",4-0000002098,,,,
1184,SLOVENIAN SAVINGS & LOAN ASSOC,4-0000007703,Slovenian Savings & Loan,1031.0,393.0,88.5031801844511
1185,FIRSTBANK FLORIDA,4-0000007785,,,,
1186,Luther Burbank Svg,4-0000007960,Luther Burbank Savings,706.0,397.0,89.23326025389197
1187,NETBANK FUNDING SERVICES,4-0000008475,,,,
1188,UNION FEDERAL C/O SKY BANK,4-0000008529,Union Federal Bank,1140.0,407.0,84.9373653221131
1189,RAYMOND JAMES BANK,4-0000012002,,,,
1190,"WORLD SAVINGS BANK, FSB",4-0000012642,,,,
1191,CAPITALONE,4-0000013181,,,,
1192,NORTH JERSEY FEDERAL CU,5-0000001015,North Jersey Federal Credit Union,834.0,435.0,81.2326423368363
1193,UNIVERSITY FEDERAL CREDIT UNIO,5-0000001367,University Federal Credit Union,1159.0,441.0,98.32492656605211
1194,Arizona Federal,5-0000001747,,,,
1195,CITADEL F.C.U.,5-0000002099,,,,
1196,SOUTH JERSEY FEDERAL CU,5-0000003951,South Jersey Federal Credit Union,1039.0,457.0,80.91516586365502
1197,MEMBER ONE FEDERAL CREDIT UNIO,5-0000004035,Member One Federal Credit Union,750.0,459.0,98.45124703701087
1198,WESTERN SUN FEDERAL CREDIT UNI,5-0000004202,Western Sun Federal Credit Union,1211.0,461.0,96.86445652683497
1199,KELLOGG COMMUNITY FED C U,5-0000004702,,,,
1200,HARVESTERS FEDERAL C. U.,5-0000005727,Harvesters Federal Credit Union,572.0,472.0,82.80588713118702
1201,DFCU FINANCIAL FEDERAL CU,5-0000006570,,,,
1202,SECURITY SERVICE FEDERAL CU,5-0000011065,Security Service Federal Credit Union,1020.0,515.0,84.3819884503178
1203,SHREVEPORT FEDERAL CU,5-0000011263,,,,
1204,SANDIA AREA FCU,5-0000011316,,,,
1205,FAMILY TRUST FED. CREDIT UNION,5-0000011554,Family Trust Federal Credit Union,414.0,518.0,92.52465544256094
1206,PINNACLE FEDERAL  CREDIT UNION,5-0000015095,,,,
1207,Mid-Hudson Valley Federal Cred,5-0000015766,Mid-Hudson Valley Federal Credit Union,771.0,531.0,87.17796966200085
1208,ADVANTAGEFCU,5-0000024181,Advantage Bank,52.0,2192.0,82.99758534326726
1209,TRUSERVICE COMMUNITY FCU,5-0000024390,,,,
1210,HORIZON UTA CREDIT UNION,5-0000024746,Horizon Credit Union,607.0,710.0,88.85042627161491
1211,WASHINGTON STATE EMPLOYEES CU,5-0000060042,Washington State Employees Credit Union,1196.0,577.0,84.616610394472
1212,NUUNION CREDIT UNION,5-0000060249,,,,
1213,ST LOUIS COMMUNITY C U,5-0000060400,St Louis Community Credit Union,1056.0,593.0,80.14008518440056
1214,ARIZONA STATE CREDIT UNION,5-0000061315,Arizona State Credit Union,95.0,4380.0,100.0
1215,Newport News Shipbuilding Empl,5-0000061330,,,,
1216,AFFINITY CREDIT UNION,5-0000062829,Affinity Credit Union,54.0,644.0,100.0
1217,ARIZONA CENTRAL CREDIT UNION,5-0000062881,Arizona Central Credit Union,93.0,647.0,100.0
1218,SELCO COMMUNITY CREDIT UNION,5-0000063196,Telco Community Credit Union,1091.0,657.0,95.53746797541707
1219,VERIDIAN CREDIT UNION,5-0000064418,Veridian Credit Union,1175.0,4428.0,100.0
1220,TRUMARK FINANCIAL,5-0000066158,,,,
1221,METRO CREDIT UNION,5-0000066364,Metro Credit Union,765.0,684.0,100.0
1222,KNOXVILLE TVA EMPLOYEES C.U.,5-0000068085,Knoxville TVA Employees Credit Union,664.0,732.0,82.60501852555252
1223,"UNION FINANCIAL SERVICES, INC.",7-01-0594393,UNION FINANCIAL SERVICES,1127.0,6461.0,100.0
1224,NEW AMERICAN FUNDING,7-01-0726495,New American Funding,820.0,5497.0,100.0
1225,HOMELAND CAPITAL MORTGAGE,7-0351887380,,,,
1226,FRANKLIN FIRST FINANCIAL,7-13-3753941,FRANKLIN FIRST FINANCIAL,406.0,6482.0,100.0
1227,ARK-LA-TEX FINANCIAL SERVICES,7-1614900001,,,,
1228,AMERICAN FEDERAL MORTGAGE CORP,7-22-2812732,AMERICAN FEDERAL MORTGAGE CORP,28.0,6521.0,100.0
1229,ATLANTIC HOME LOANS INC,7-22-3665409,Atlantic Home Loans,108.0,6523.0,100.0
1230,BEAR STEARNS RESIDENTIAL MORTG,7-2276200003,,,,
1231,GERSHMAN INVESTMENT CORP.,7-2465409997,,,,
1232,AMERISAVE MORTGAGE CORPORATION,7-26-0021318,,,,
1233,"PARAMOUNT EQUITY MORTGAGE, INC",7-47-0912342,Paramount Equity Mortgage Llc,897.0,6545.0,100.0
1234,SCHMIDT MORTGAGE CORPORATION,7-58-2350121,,,,
1235,HOME EQUITY MORTGAGE CORP.,7-59-2198039,HOME EQUITY MORTGAGE CO,550.0,6559.0,100.0
1236,FIRST RATE MORTGAGE,7-61-1336818,FIRST TRUST MORTGAGE CORP,403.0,919.0,85.02035853210111
