,respondentname,hmda_id,advertiser_name,advertiser_id,match_index,score
1575,KALAMAZOO COUNTY STATE BANK,30000-0000005892,,,,
1576,STOCKBRIDGE STATE BANK,30000-0000005893,,,,
1577,BANKPLUS,30000-0000005903,BankPlus,156.0,163.0,100.0
1578,ATLANTIC BANK OF NEW YORK,30000-0000005915,,,,
1579,BANK OF GRANITE,30000-0000005950,,,,
1580,THE F & M STATE BANK,30000-0000005969,,,,
1581,OKLAHOMA STATE BANK,30000-0000005994,,,,
1582,PFC BANK,30000-0000006038,,,,
1583,GLEN ROCK STATE BANK,30000-0000006044,,,,
1584,ALLEGHENY VALLEY BANK OF PGH,30000-0000006058,Allegheny Valley Bancorp Inc,60.0,164.0,85.96966728259244
1585,MACON BANK & TRUST COMPANY,30000-0000006091,,,,
1586,THE BANK OF FINCASTLE,30000-0000006128,,,,
1587,BANK OF BOTETOURT,30000-0000006137,Bank Of Botetourt,142.0,165.0,100.0
1588,KITSAP BANK,30000-0000006161,,,,
1589,GRAFTON STATE BANK,30000-0000006184,,,,
1590,LAYTON STATE BANK,30000-0000006191,Layton State Bank,690.0,166.0,100.0
1591,CITIZENS BANK NEW HAMPSHIRE,30000-0000006214,,,,
1592,CITIBANK (NEW YORK STATE),30000-0000007307,,,,
1593,FULTON BANK,30000-0000007551,,,,
1594,JUNIATA VALLEY BANK,30000-0000007614,,,,
1595,LEESPORT BANK,30000-0000007748,,,,
1596,CITIZENS & NORTHERN BANK,30000-0000007799,Citizens & Northern Corp,263.0,169.0,100.0
1597,DROVERS BANK,30000-0000007820,,,,
1598,COLONY BANK ASHBURN,30000-0000008023,,,,
1599,MADISON COMMUNITY BANK,30000-0000008047,,,,
1600,CSB STATE BANK,30000-0000008058,,,,
1601,NORTH SALEM STATE BANK,30000-0000008063,,,,
1602,FAIRFAX STATE SAVINGS BANK,30000-0000008083,,,,
1603,FIRST TRUST AND SAVINGS BANK,30000-0000008092,,,,
1604,STATE BANK OF SPRING HILL,30000-0000008110,,,,
1605,SABINE STATE BANK & TRUST CO,30000-0000008141,,,,
1606,FIRST AMERICAN BANK AND TRUST,30000-0000008149,American Trust Bank,83.0,5052.0,85.50923234945073
1607,CAMBRIDGE TRUST COMPANY,30000-0000008152,,,,
1608,STATE BANK OF COKATO,30000-0000008185,,,,
1609,COMMUNITY BANK MN VALLEY,30000-0000008188,,,,
1610,STATE BANK OF LONG LAKE,30000-0000008193,,,,
1611,RED LAKE COUNTY STATE BANK,30000-0000008202,,,,
1612,AMERICANA COMMUNITY BANK,30000-0000008205,,,,
1613,EASTWOOD BANK,30000-0000008208,,,,
1614,FREEPORT STATE BANK,30000-0000008210,,,,
1615,FARMERS STATE BANK OF HAMEL,30000-0000008214,,,,
1616,STATE BANK OF LORETTO,30000-0000008215,,,,
1617,BANK OF ASH GROVE,30000-0000008252,,,,
1618,MERCHANTS & FARMERS BANK,30000-0000008259,,,,
1619,MARTINSBURG BANK AND TRUST,30000-0000008270,,,,
1620,GARDEN CITY BANK,30000-0000008283,,,,
1621,GREAT WESTERN BANK,30000-0000008327,Great Western Bancorp Inc,528.0,170.0,100.0
1622,PLATTSMOUTH STATE BANK,30000-0000008350,,,,
1623,IOWA-NEBRASKA STATE BANK,30000-0000008354,,,,
1624,FIRST STATE BANK OF ND,30000-0000008387,,,,
1625,FARMERS & MERCHANTS TRUST,30000-0000008405,,,,
1626,IRWIN BANK & TRUST COMPANY,30000-0000008423,,,,
1627,BANK OF RIO VISTA,30000-0000008472,,,,
1628,UNION SAFE DEPOSIT BANK,30000-0000008473,,,,
1629,THE BANK OF PERRY,30000-0000008480,,,,
1630,BANK OF GRAY,30000-0000008486,,,,
1631,SLOAN STATE BANK,30000-0000008507,,,,
1632,ST. LANDRY BANK & TRUST CO,30000-0000008534,,,,
1633,CHEROKEE STATE BANK,30000-0000008537,,,,
1634,STATE BANK OF RICHMOND,30000-0000008542,,,,
1635,FIRST STATE BANK OF RUSH CITY,30000-0000008545,,,,
1636,FIRST STATE BANK OF ST. JOSEPH,30000-0000008546,,,,
1637,THE BANK OF GRAIN VALLEY,30000-0000008564,,,,
1638,CITIZENS BANK OF ROGERSVILLE,30000-0000008572,,,,
1639,ALLEN BANK AND TRUST COMPANY,30000-0000008583,,,,
1640,COMMERCIAL BANK AND TRUST CO,30000-0000008660,,,,
1641,FIRSTBANK,30000-0000008663,,,,
1642,PORT WASHINGTON STATE BANK,30000-0000008698,,,,
1643,PEOPLES STATE BANK,30000-0000008714,,,,
1644,WYOMING BANK & TRUST,30000-0000008718,,,,
1645,FIRST STATE BANK OF MIDDLEBURY,30000-0000008745,,,,
1646,FIRST TRUST & SAVINGS BANK,30000-0000008752,,,,
1647,FARMERS & MERCHANTS ST BANK,30000-0000008756,,,,
1648,PEOPLES STATE BANK OF MANY,30000-0000008801,,,,
1649,BANK OF JENA,30000-0000008804,,,,
1650,IBERVILLE TRUST & SAVINGS BANK,30000-0000008807,,,,
1651,QUEENSTOWN BANK OF MD,30000-0000008816,,,,
1652,FIRST STATE BANK SAUK CENTRE,30000-0000008831,,,,
1653,21ST CENTURY BANK,30000-0000008841,,,,
1654,ULTIMA BANK MINNESOTA,30000-0000008867,,,,
1655,COMMUNITY BANK OF MISSISSIPPI,30000-0000008879,,,,
1656,BANK OF LEE'S SUMMIT,30000-0000008886,,,,
1657,NORBANK,30000-0000008888,,,,
1658,BANK OF SULLIVAN,30000-0000008892,,,,
1659,ST. JOHNS BANK AND TRUST CO,30000-0000008898,,,,
1660,NODAWAY VALLEY BANK,30000-0000008904,,,,
1661,THE PAVILION STATE BANK,30000-0000008915,,,,
1662,THE PALMETTO BANK,30000-0000008997,Palmetto Bank,896.0,171.0,100.0
1663,BANK OF CHARLES TOWN,30000-0000009023,,,,
1664,CB&T BANK OF RUSSELL COUNTY,30000-0000009055,,,,
1665,HARRIS BANK BARTLETT,30000-0000009073,,,,
1666,THE HARVARD STATE BANK,30000-0000009079,Harvard State Bank,571.0,172.0,100.0
1667,HOLCOMB STATE BANK,30000-0000009080,,,,
1668,FIRSTBANK - ALMA,30000-0000009108,,,,
1669,WESTERN STATE BANK,30000-0000009123,Western State Bank,1210.0,173.0,100.0
1670,THE BARTLETT FARMERS BANK,30000-0000009133,,,,
1671,BANK OF RIDGEWAY,30000-0000009160,,,,
1672,FIRST SOUTH BANK,30000-0000009170,,,,
1673,SOMERVILLE BANK & TRUST CO.,30000-0000009174,,,,
1674,BRIGHTON BANK,30000-0000009189,,,,
1675,BANK OF LAFAYETTE,30000-0000009245,,,,
1676,NORTHWEST GEORGIA BANK,30000-0000009246,,,,
1677,FARMERS STATE BANK OF HOFFMAN,30000-0000009259,,,,
1678,OXFORD BANK & TRUST,30000-0000009260,,,,
1679,HEBRON DEPOSIT BANK,30000-0000009305,,,,
1680,UNITED SOUTHERN BANK,30000-0000009309,United Southern Bank,1153.0,174.0,100.0
1681,GRANT COUNTY DEPOSIT BANK,30000-0000009311,,,,
1682,PBK BANK,30000-0000009313,,,,
1683,BANK OF LECOMPTE,30000-0000009318,,,,
1684,CROSS KEYS BANK,30000-0000009322,,,,
1685,FARMERS-MERCHANTS BANK & TRUST,30000-0000009327,,,,
1686,BANK OF MAPLE PLAIN,30000-0000009332,,,,
1687,STATE BANK OF ROGERS,30000-0000009335,,,,
1688,CITIZENS STATE BANK OF WAVERLY,30000-0000009337,,,,
1689,FARMERS AND COMMERCIAL BANK,30000-0000009378,,,,
1690,NAPOLEON BANK,30000-0000009384,,,,
1691,MISSOURI BANK & TRUST COMPANY,30000-0000009387,,,,
1692,LAFAYETTE COUNTY BANK,30000-0000009390,,,,
1693,THE RICHLAND TRUST COMPANY,30000-0000009433,Rockland Trust Co,976.0,176.0,81.04297896899783
1694,THE PEOPLES SAVINGS BANK,30000-0000009439,,,,
1695,FIRST BREMEN BANK,30000-0000009454,,,,
1696,ALVA STATE BANK & TRUST CO.,30000-0000009465,,,,
1697,CLACKAMAS COUNTY BANK,30000-0000009486,,,,
1698,MUNFORD UNION BANK,30000-0000009495,,,,
1699,THE CITIZENS BANK OF EAST TENN,30000-0000009499,,,,
1700,STATE BANK OF NEWBURG,30000-0000009529,,,,
1701,WASHINGTON MUTUAL BANK,30000-0000009576,,,,
1702,SOUTHERN BANK OF COMMERCE,30000-0000009613,,,,
1703,ATHENS STATE BANK,30000-0000009631,,,,
1704,"CITIZENS STATE BANK,CHENEY",30000-0000009658,,,,
1705,KAW VALLEY STATE BANK & TRUST,30000-0000009665,,,,
1706,BULLITT COUNTY BANK,30000-0000009674,,,,
1707,FARMERS & MERCHANTS BANK AND T,30000-0000009694,,,,
1708,THE PEOLPES BANK OF ELKTON,30000-0000009700,,,,
1709,ROCKLAND TRUST COMPANY,30000-0000009712,Rockland Trust Co,976.0,176.0,100.0
1710,OXFORD BANK,30000-0000009719,,,,
1711,MIDWEST BANK DETROIT LAKES,30000-0000009737,,,,
1712,NORTHWESTERN STATE BANK-ULEN,30000-0000009746,,,,
1713,21ST CENTURY BANK - NORTH,30000-0000009751,,,,
1714,FIRST STATE BANK OF ROSEMOUNT,30000-0000009769,,,,
1715,BANK OF BLOOMSDALE,30000-0000009788,,,,
1716,KEARNEY TRUST COMPANY,30000-0000009794,,,,
1717,BANK OF ODESSA,30000-0000009803,,,,
1718,COMMERCIAL BANK OF OAK GROVE,30000-0000009811,,,,
1719,MORRIS PLAN BANK,30000-0000009837,,,,
1720,BRANCH BANKING AND TRUST CO,30000-0000009846,,,,
1721,THE DIME BANK,30000-0000009888,,,,
1722,MID PENN BANK,30000-0000009889,Mid Penn Bancorp Inc,769.0,178.0,100.0
1723,HOLLIDAYSBURG TRUST COMPANY,30000-0000009911,,,,
1724,"CHESNEE STATE BANCSHARES, INC",30000-0000009920,,,,
1725,ANDERSON BROTHERS BANK,30000-0000009923,,,,
1726,VALLEY EXCHANGE BANK,30000-0000009947,,,,
1727,ARP STATE BANK,30000-0000009967,,,,
1728,"FIRST STATE BANK, FRANKSTON",30000-0000009968,,,,
1729,NIXON STATE BANK,30000-0000009970,,,,
1730,DAYTON STATE BANK,30000-0000009975,Layton State Bank,690.0,166.0,89.1128840872606
1731,JEFFERSON SECURITY BANK,30000-0000009997,,,,
1732,REYNOLDS STATE BANK,30000-0000010080,,,,
1733,FARMERS STATE BANK OF SOMONAUK,30000-0000010083,,,,
1734,TRI-COUNTY BANK & TRUST,30000-0000010111,,,,
1735,HILLS BANK,30000-0000010119,,,,
1736,LIBERTY TRUST & SAVINGS BANK,30000-0000010121,,,,
1737,THE COMMERCIAL BANK OF GRAYSON,30000-0000010137,,,,
1738,SHELBY STATE BANK,30000-0000010157,,,,
1739,FIRST STATE BANK OF BAYPORT,30000-0000010159,,,,
1740,SECURITY STATE BANK OF MARINE,30000-0000010163,,,,
1741,FARMERS & MERCHANTS STATE BANK,30000-0000010165,,,,
1742,PRIOR LAKE STATE BANK,30000-0000010166,,,,
1743,SHERBURNE STATE BANK,30000-0000010169,,,,
1744,AVON STATE BANK,30000-0000010171,,,,
1745,NORTH AMERICAN STATE BANK,30000-0000010179,,,,
1746,PEOPLES BANK OF COMMERCE,30000-0000010192,,,,
1747,STATE BANK OF DELANO,30000-0000010198,,,,
1748,SEC. STATE BANK OF HOWARD LAKE,30000-0000010206,,,,
1749,RURAL AMERICAN BANK-FOLEY/GILM,30000-0000010209,,,,
1750,VERMILLION STATE BANK,30000-0000010214,,,,
1751,THE RIVERBANK MN,30000-0000010216,,,,
1752,FIRST INTERNATIONAL BANK & TRU,30000-0000010248,,,,
1753,THE OLD FORT BANKING COMPANY,30000-0000010255,,,,
1754,FIRST VOLUNTEER BANK,30000-0000010307,,,,
1755,THE BANK OF MOSCOW,30000-0000010308,,,,
1756,SEVIER COUNTY BANK,30000-0000010318,,,,
1757,CITIZENS SAVINGS BANK & TRUST,30000-0000010319,Citizens Savings Bank,268.0,294.0,80.69860851481599
1758,OAKLAND DEPOSIT BANK,30000-0000010320,,,,
1759,SCHERTZ BANK & TRUST,30000-0000010344,,,,
1760,PLANTERS & MERCHANTS ST BANK,30000-0000010355,,,,
1761,"FIRST STATE BANK HAPPY, TEXAS",30000-0000010359,,,,
1762,FIRST STATE BANK OF NORTH TEXA,30000-0000010360,,,,
1763,ALAMO BANK OF TEXAS,30000-0000010361,,,,
1764,CITIZENS AND FARMERS BANK,30000-0000010363,,,,
1765,ONE VALLEY BANK-SHENANDOAH,30000-0000010373,,,,
1766,BANNER BANKS,30000-0000010374,,,,
1767,DORCESTER STATE BANK,30000-0000010375,,,,
1768,THE BANK OF NEW GLARUS,30000-0000010378,,,,
1769,OOSTBURG STATE BANK,30000-0000010380,,,,
1770,STATE BANK OF GRAYMONT,30000-0000010434,,,,
1771,THE VILLAGE BANK,30000-0000010439,Village Bank,1178.0,325.0,100.0
1772,HYDE PARK BANK,30000-0000010448,,,,
1773,NLSB BANK,30000-0000010451,,,,
1774,FEDERATED BANK,30000-0000010464,,,,
1775,THE GIFFORD STATE BANK,30000-0000010467,,,,
1776,FARMERS & MERCHANTS SAVINGS BA,30000-0000010492,,,,
1777,MOUNT VERNON BANK & TRUST CO.,30000-0000010494,,,,
1778,KANSAS STATE BANK,30000-0000010505,,,,
1779,BANK OF COMMERCE & TRUST CO,30000-0000010523,,,,
1780,CITY SAVINGS BANK & TRUST CO,30000-0000010534,,,,
1781,BEACON BANK FKA FIRST STATE BK,30000-0000010581,,,,
1782,STATE BANK OF MISSOURI,30000-0000010623,,,,
1783,OAK HILL BANKS,30000-0000010666,,,,
1784,JONESTOWN BANK AND TRUST CO,30000-0000010677,,,,
1785,THE MUNCY BANK & TRUST COMPANY,30000-0000010678,,,,
1786,MIFFLINBURG BANK & TRUST CO.,30000-0000010685,,,,
1787,THE SCOTTDALE BANK & TRUST CO.,30000-0000010688,,,,
1788,BANK OF WAUNAKEE,30000-0000010744,,,,
1789,SCOTT VALLEY BANK,30000-0000010781,,,,
1790,HARRIS BANK FRANKFORT,30000-0000010814,,,,
1791,SOUTH HOLLAND TR & SV BANK,30000-0000010824,,,,
1792,BANKILLINOIS,30000-0000010842,,,,
1793,CITIZENS BANK OF CHATSWORTH,30000-0000010843,,,,
1794,BRIMFIELD BANK,30000-0000010856,,,,
1795,PLEASANT PLAINS STATE BANK,30000-0000010868,,,,
1796,FIRST FARMERS STATE BANK OF MI,30000-0000010879,,,,
1797,THE STATE BANK OF ANNAWAN,30000-0000010880,,,,
1798,STATE BANK OF AVISTON,30000-0000010881,,,,
1799,PEOTONE BANK AND TRUST CO.,30000-0000010888,,,,
1800,AMERICAN BANK OF ILLINOIS,30000-0000010892,,,,
1801,WESTERN BANK & TRUST,30000-0000010894,,,,
1802,BALDWIN STATE BANK,30000-0000010906,,,,
1803,DESOTO STATE BANK,30000-0000010908,,,,
1804,STANLEY BANK,30000-0000010916,,,,
1805,PRIME SECURITY BANK,30000-0000010971,,,,
1806,EITZEN STATE BANK,30000-0000010980,,,,
1807,CAMBRIDGE STATE BANK,30000-0000010987,,,,
1808,ANNANDALE STATE BANK,30000-0000010989,,,,
1809,FIRST-CITIZENS BANK & TRUST CO,30000-0000011063,,,,
1810,S & T BANK,30000-0000011124,,,,
1811,HULL STATE BANK,30000-0000011141,,,,
1812,FIRST STATE BANK CENTRAL TEXAS,30000-0000011151,,,,
1813,THE BANK OF ALICE,30000-0000011159,,,,
1814,BANK OF FAIRFIELD,30000-0000011207,,,,
1815,BANK OF MILTON,30000-0000011232,,,,
1816,HORICON STATE BANK,30000-0000011236,,,,
1817,VANGUARD BANK & TRUST,30000-0000011290,,,,
1818,STATE BANK OF ILLINOIS,30000-0000011306,,,,
1819,SHORELINE BANK,30000-0000011394,,,,
1820,THE WEST MICHIGAN SAVINGS BANK,30000-0000011404,,,,
1821,HASTINGS CITY BANK,30000-0000011407,,,,
1822,STATE BANK OF HAWLEY,30000-0000011409,,,,
1823,STATE BANK OF KIMBALL,30000-0000011415,,,,
1824,JENNINGS STATE BANK,30000-0000011416,,,,
1825,LAMAR BANK,30000-0000011421,,,,
1826,"COMMUNITY BANK, ELLISVILLE",30000-0000011444,,,,
1827,LAWSON BANK,30000-0000011457,,,,
1828,BANK OF MANSFIELD,30000-0000011466,,,,
1829,FOUR OAKS BANK & TRUST CO,30000-0000011506,,,,
1830,ENTERPRISE BANK OF SC,30000-0000011539,,,,
1831,STATE BANK & TRUST OF SEGUIN,30000-0000011577,,,,
1832,BURKE & HERBERT BANK & TRUST C,30000-0000011578,,,,
1833,THE BANK OF SOUTHSIDE VIRGINIA,30000-0000011580,,,,
1834,SOUTHSIDE BANK,30000-0000011584,Southside Bank,1046.0,186.0,100.0
1835,BANK OF LITTLE CHUTE,30000-0000011608,,,,
1836,COHUTTA BANKING COMPANY,30000-0000011660,,,,
1837,CENTRAL TRUST & SAVINGS BANK,30000-0000011670,,,,
1838,STATE BANK OF HERSCHER,30000-0000011671,,,,
1839,WARREN-BOYNTON STATE BANK,30000-0000011674,,,,
1840,BARTELSO SAVINGS BANK,30000-0000011683,,,,
1841,ADVANCE BANK,30000-0000011687,,,,
1842,AUSTIN BANK OF CHICAGO,30000-0000011694,,,,
1843,CENTRAL ILLINOIS BANK,30000-0000011729,,,,
1844,FLANAGAN STATE BANK,30000-0000011734,,,,
1845,STATE BANK OF ORION,30000-0000011739,,,,
1846,FORRESTON STATE BANK,30000-0000011741,,,,
1847,CENTRAL BANK & TRUST COMPANY,30000-0000011772,,,,
1848,BANK OF SUNSET AND TRUST CO.,30000-0000011788,,,,
1849,CARROLL COUNTY BANK AND TRUST,30000-0000011797,,,,
1850,UNITED BANK OF MICHIGAN,30000-0000011807,,,,
1851,BANCORPSOUTH BANK,30000-0000011813,BancorpSouth Inc,135.0,189.0,100.0
1852,LITTLE HORN STATE BANK,30000-0000011821,,,,
1853,FIDELITY DEPOSIT & DISCOUNT BK,30000-0000011868,,,,
1854,BUCKHOLTS STATE BANK,30000-0000011916,,,,
1855,THE POCA VALLEY BANK,30000-0000011952,,,,
1856,THE GRANT COUNTY BANK,30000-0000011953,,,,
1857,PROVIDENT SAVINGS BANK,30000-0000012010,Provident Savings Bank,935.0,190.0,100.0
1858,UNION COUNTY SAVINGS BANK,30000-0000012013,,,,
1859,THE RAHWAY SAVINGS INSTITUTION,30000-0000012017,,,,
1860,EMIGRANT SAVINGS BANK,30000-0000012054,,,,
1861,THE TATTNALL BANK,30000-0000012080,,,,
1862,SOUTH SIDE TRUST & SAVINGS BAN,30000-0000012082,,,,
1863,PALMER BANK,30000-0000012103,,,,
1864,GERMANTOWN TRUST & SAVINGS,30000-0000012113,,,,
1865,KENTUCKY TRUST BANK,30000-0000012144,,,,
1866,FIRST CITY BANK AND TRUST CO,30000-0000012148,,,,
1867,MONROE BANK & TRUST,30000-0000012181,Monroe Bank & Trust,786.0,191.0,100.0
1868,MERCHANTS & MARINE BANK,30000-0000012203,,,,
1869,WINTERSET STATE BANK,30000-0000012211,,,,
1870,FIRST STATE BANK OF ST CHARLES,30000-0000012219,,,,
1871,WASHINGTON COUNTY BANK,30000-0000012241,,,,
1872,HUDSON UNITED BANK,30000-0000012256,,,,
1873,MECHANICS AND FARMERS BANK,30000-0000012266,,,,
1874,HIGH POINT BANK AND TRUST CO,30000-0000012267,,,,
1875,OLD FORGE BANK,30000-0000012291,,,,
1876,JUSTIN STATE BANK,30000-0000012308,,,,
1877,STATE BANK OF CHILTON,30000-0000012331,,,,
1878,ASSOCIATED BANK NORTH,30000-0000012340,,,,
1879,REGIONS FINANCIAL CORPORATION,30000-0000012368,,,,
1880,CARROLLTON BANK,30000-0000012383,Carrollton Bancorp,237.0,192.0,100.0
1881,JERSEY STATE BANK,30000-0000012384,,,,
1882,STATE BANK OF TOULON,30000-0000012386,,,,
1883,WILLIAMSVILLE STATE BANK & TRU,30000-0000012388,,,,
1884,GLENVIEW STATE BANK,30000-0000012406,,,,
1885,THE MONTROSE STATE BANK,30000-0000012436,,,,
1886,HANCOCK BANK,30000-0000012441,,,,
1887,CITIZENS BANK OF SPARTA,30000-0000012459,,,,
1888,SPENCER STATE BANK,30000-0000012513,,,,
1889,IXONIA STATE BANK,30000-0000012514,,,,
1890,MILWAUKEE WESTERN BANK,30000-0000012515,,,,
1891,FIRST BANK FINANCIAL CENTRE,30000-0000012517,,,,
1892,TRUST COMPANY OF NEW JERSEY,30000-0000012525,,,,
1893,BANK OF CALHOUN COUNTY,30000-0000012549,,,,
1894,HERITAGE BANK OF CENTRAL ILL,30000-0000012554,,,,
1895,PUEBLO BANK AND TRUST,30000-0000012594,,,,
1896,PRAIRIE STATE BANK,30000-0000012599,,,,
1897,ST. MARTIN BANK & TRUST CO.,30000-0000012610,,,,
1898,THE EVANGELINE BANK & TRUST,30000-0000012611,,,,
1899,BANK OF WASHINGTON,30000-0000012627,,,,
1900,GREENLEAF WAYSIDE BANK,30000-0000012661,,,,
1901,THE FELTON BANK,30000-0000012700,,,,
1902,STATE BANK OF WATERLOO,30000-0000012706,,,,
1903,WALCOTT TRUST AND SAVINGS BANK,30000-0000012716,,,,
1904,BRIDGE COMMUNITY BANK,30000-0000012717,,,,
1905,INDEPENDENT BANK EAST MI.,30000-0000012732,,,,
1906,BANK OF AMERICAN FORK,30000-0000012773,,,,
1907,BLACK EARTH STATE BANK,30000-0000012787,,,,
1908,MONROE COUNTY BANK,30000-0000012847,,,,
1909,CENTIER BANK,30000-0000012854,Center National Bank,242.0,13881.0,88.51858284452184
1910,WESTMINSTER UNION BANK,30000-0000012884,,,,
1911,STATE BANK OF NEW PRAGUE,30000-0000012921,,,,
1912,ANCHOR BANK SAINT PAUL,30000-0000012922,,,,
1913,STATE BANK OF CHITTENANGO,30000-0000012940,,,,
1914,BANK OF RICHMONDVILLE,30000-0000012956,,,,
1915,CATTARAUGUS COUNTY BANK,30000-0000012959,,,,
1916,BANK OF HANOVER AND TRUST COMP,30000-0000012986,,,,
1917,ENNIS STATE BANK,30000-0000013000,,,,
1918,WISCONSIN COMMUNITY BANK,30000-0000013023,,,,
1919,LINCOLN STATE BANK,30000-0000013028,,,,
1920,MITCHELL BANK,30000-0000013029,,,,
1921,DAIRYMAN'S STATE BANK,30000-0000013052,,,,
1922,CITIZENS BANK OF MUKWONGO,30000-0000013055,,,,
1923,KENNEBUNK SAVINGS BANK,30000-0000013063,,,,
1924,HUDSON CITY SAVINGS BANK,30000-0000013074,,,,
1925,FIRSTBANK OF LONGMONT,30000-0000013084,,,,
1926,LAKE CITY BANK,30000-0000013102,Lake City Bank,678.0,194.0,100.0
1927,JACKSON COUNTY BANK,30000-0000013109,,,,
1928,PEOPLES TRUST & SAVINGS BANK,30000-0000013113,,,,
1929,JEFFERSON BANKING COMPANY,30000-0000013163,,,,
1930,THE SAVINGS BANK,30000-0000013216,First Savings Bank,460.0,314.0,100.0
1931,THE CITIZENS BANK OF ASHVILLE,30000-0000013223,,,,
1932,ASSOCIATED BANK SOUTH CENTRAL,30000-0000013237,,,,
1933,DENMARK STATE BANK,30000-0000013240,,,,
1934,BANK OF LUXEMBURG,30000-0000013264,,,,
1935,MID-WISCONSIN BANK,30000-0000013273,,,,
1936,EAST PROSPECT STATE BANK,30000-0000013285,,,,
1937,BANK OF AKRON,30000-0000013290,,,,
1938,THE BANK OF CASTILE,30000-0000013292,,,,
1939,WYOMING COUNTY BANK,30000-0000013298,,,,
1940,BANK OF ENGLAND,30000-0000013303,,,,
1941,THE NEW WASHINGTON STATE BANK,30000-0000013305,,,,
1942,MERCHANTS BANK_ TRUST CO,30000-0000013351,,,,
1943,BANK OF UTICA,30000-0000013397,,,,
1944,KAW VALLEY STATE BANK,30000-0000013413,,,,
1945,BANK OF SUN PRAIRIE,30000-0000013565,,,,
1946,WEST BANK & TRUST,30000-0000013600,,,,
1947,COMMUNITY BANK OF CENTRAL WIS,30000-0000013664,,,,
1948,THE MIDDLEFIELD BANKING CO.,30000-0000013716,,,,
1949,BLUE GRASS SAVINGS BANK,30000-0000013753,,,,
1950,COUNTY BANKING & TRUST CO.,30000-0000013779,,,,
1951,CONCORDIA BANK,30000-0000013788,,,,
1952,PEOPLESBANK/CVB,30000-0000013879,,,,
1953,THE ROSE HILL STATE BANK,30000-0000013881,,,,
1954,THE PLEASANT HILL BANK,30000-0000013915,,,,
1955,INDEPENDENT BANK SOUTH MI.,30000-0000013930,,,,
1956,COMMUNITY BANK OF LOUISIANA,30000-0000013951,,,,
1957,MIDDLETOWN VALLEY BANK,30000-0000014017,,,,
1958,WELLS BANK OF PLATTE CITY,30000-0000014025,,,,
1959,WOODRUFF STATE BANK,30000-0000014067,,,,
1960,BLACKHAWK STATE BANK,30000-0000014078,,,,
1961,CHITTENDEN TRUST COMPANY,30000-0000014149,,,,
1962,SILEX BANKING COMPANY,30000-0000014178,,,,
1963,POLK COUNTY BANK,30000-0000014194,,,,
1964,CORNHUSKER BANK,30000-0000014264,,,,
1965,CHICAGO COMMUNITY BANK,30000-0000014267,,,,
1966,ONE VALLEY BANK NORTH,30000-0000014306,,,,
1967,UNITED BANK OF UNION,30000-0000014334,,,,
1968,JERSEY SHORE STATE BANK,30000-0000014359,,,,
1969,FIDELITY BANK & TRUST,30000-0000014382,,,,
1970,CITY STATE BANK,30000-0000014410,,,,
1971,SALINE STATE BANK,30000-0000014516,,,,
1972,FIRST BANK FARMERSVILLE,30000-0000014552,,,,
1973,NORTHSIDE BANK,30000-0000014558,,,,
1974,UNION STATE BANK OF WEST SALEM,30000-0000014560,,,,
1975,DARBY BANK & TRUST CO.,30000-0000014580,,,,
1976,HILLS BANK AND TRUST COMPANY,30000-0000014650,,,,
1977,DMB COMMUNITY BANK,30000-0000014769,,,,
1978,S & C BANK,30000-0000014800,,,,
1979,TREYNOR STATE BANK,30000-0000014812,,,,
1980,IOWA STATE BANK & TRUST COMPA,30000-0000014843,,,,
1981,PLATTE VALLEY BANK OF MISSOURI,30000-0000014869,,,,
1982,FARMERS BANK - JESSAMINE CO.,30000-0000014894,,,,
1983,CHEMICAL BANK KEY STATE,30000-0000014921,,,,
1984,FREELAND STATE B ANK,30000-0000014926,,,,
1985,NEWTON TRUST COMPANY,30000-0000014940,,,,
1986,FIRST STATE BANK AND TRUST,30000-0000014974,First State Bank & Trust,466.0,180.0,84.39464443023316
1987,RIVER BANK,30000-0000014995,,,,
1988,FIRST STATE BANK OF EAST DETRO,30000-0000015032,,,,
1989,THE VALLEY STATE BANK,30000-0000015038,,,,
1990,ARTHUR STATE BANK,30000-0000015085,,,,
1991,STATE BANK OF CROSS PLAINS,30000-0000015091,,,,
1992,BANK OF YORK,30000-0000015104,,,,
1993,WISCONSIN STATE BANK,30000-0000015131,,,,
1994,BANK OF VERONA,30000-0000015134,,,,
1995,THE BANK OF SPRING VALLEY,30000-0000015156,,,,
1996,BAY BANK & TRUST CO.,30000-0000015169,,,,
1997,STRATFORD STATE BANK,30000-0000015174,,,,
1998,"S&C BANK, SOMERSET",30000-0000015193,,,,
1999,DUBUQUE BANK & TRUST CO.,30000-0000015219,,,,
2000,THE BANK OF KAUKAUNA,30000-0000015228,,,,
2001,FIRST BUSINESS BANK,30000-0000015229,,,,
2002,SIMMONS FIRST - NORTHWEST,30000-0000015233,,,,
2003,THE RIVERBANK,30000-0000015275,,,,
2004,F&M BANK,30000-0000015289,F&M Bancorp,387.0,179.0,100.0
2005,TEXAS FIRST STATE BANK,30000-0000015300,,,,
2006,ROCK RIVER BANK,30000-0000015302,,,,
2007,BANK OF PRATTVILLE,30000-0000015309,,,,
2008,CITIZEN'S BANK AND SAVINGS CO.,30000-0000015310,Citizens Savings Bank,268.0,294.0,87.46770822255986
2009,SILVER LAKE BANK,30000-0000015323,,,,
2010,COMMUNITY BANK AND TRUST SSB,30000-0000015325,,,,
