,respondentname,hmda_id,advertiser_name,advertiser_id,match_index,score
18560,FORESIGHT BANK,3-0000005229,,,,
18561,FIRST T&SVG BK OF ALBANY  IL,3-0000005754,,,,
18562,PEOPLES SECURITY BANK & TRUST,3-0000007514,Peoples Security Bank & Trust,914.0,37.0,100.0
18563,COMMUNITY STATE BANK OF SW IN,3-0000008058,,,,
18564,BANK CBO,3-0000008289,,,,
18565,THE WATERFORD CMRL & SVG BANK,3-0000008397,,,,
18566,THE BANK OF LAFAYETTE  GEORGIA,3-0000009245,,,,
18567,CIVIS BANK,3-0000009499,,,,
18568,KANASAS STATE BANK,3-0000010505,,,,
18569,MIFFLINBURG B&TC,3-0000010685,,,,
18570,STATE BANK OF SPEEER,3-0000010825,,,,
18571,CLEARFIELD B&TC,3-0000011116,,,,
18572,HARVEST BANK,3-0000011415,Arvest Bank Group Inc,100.0,97.0,87.018928391578
18573,BURKE & HERBERT BK &TR CO,3-0000011578,,,,
18574,ABC BANK,3-0000011694,ABC Bank,14.0,187.0,100.0
18575,BAR HARBOR BANK & TRUST,3-0000011971,,,,
18576,SOUTH SIDE T&SVGS BK OF PEORIA,3-0000012082,,,,
18577,GERMANTOWN TRUST & SAVINGS BNK,3-0000012113,,,,
18578,CITIZENS DEPOSIT B AND T,3-0000012165,,,,
18579,IXONIA BANK,3-0000012514,,,,
18580,ST MARTIN BANK AND TRUST CO,3-0000012610,,,,
18581,THE FARMERS BK  FRANKFORT  IN,3-0000012828,,,,
18582,FIRST STATE BANK OF DECATUR,3-0000012893,,,,
18583,WISCONSIN BANK & TRUST,3-0000013023,,,,
18584,CITIZENS ST BK NEW CASTLE  IN,3-0000013107,,,,
18585,PEOPLES TC OF ST ALBANS,3-0000014168,,,,
18586,KISH BANK,3-0000014969,Kish Bank,663.0,14029.0,100.0
18587,UNITED CITIZENS B&T COMPANY,3-0000015249,,,,
18588,STATE BANK OF DE KALB,3-0000015463,,,,
18589,TRUBANK,3-0000015484,,,,
18590,FIRST CITIZENS BK &TRUST CO,3-0000015504,,,,
18591,UNITED BK & TRUST CO,3-0000015608,United Bank & Trust,1145.0,195.0,88.6879894796992
18592,THE BANK OF CLARENDON,3-0000015671,,,,
18593,TOWN & COUNTRY B & TC,3-0000015703,Town & Country Bank,1107.0,243.0,80.73963572685857
18594,SECURITY BANK OF CRAWFORD,3-0000015731,,,,
18595,PEOPLES BK OF MONITEAU CTY,3-0000015792,,,,
18596,HIGHLAND BANK  A MINNESOTA COR,3-0000016111,,,,
18597,THE CITIZENS ST BK OF FINLEY,3-0000016187,,,,
18598,MANUFACTURERS BANK & TRUST COM,3-0000016307,,,,
18599,MAINLLAND BANK,3-0000016308,,,,
18600,IAB FINANCIAL BANK,3-0000016400,IAB Financial Bank,614.0,205.0,100.0
18601,NXT BANK,3-0000016438,,,,
18602,JD BANK,3-0000016546,,,,
18603,FIRST AMERICAN BANK B&TC,3-0000016858,,,,
18604,WILSON & MUIR B&TC,3-0000017040,,,,
18605,FIRST SECURITY TR & SVGS BK,3-0000017224,,,,
18606,BANK OF MODESTO,3-0000017355,,,,
18607,CAPAHA BANK  SB,3-0000017524,,,,
18608,MORRIS BANK,3-0000017910,,,,
18609,BLUE RIDGE BANK AND TRUST COMP,3-0000017933,,,,
18610,ION BANK,3-0000018198,,,,
18611,REGIONAL MISSOURI BANK,3-0000018385,,,,
18612,CTBC BANK,3-0000019416,CTBC Bank Co Ltd,214.0,9346.0,100.0
18613,VALUE BANK TEXAS,3-0000019700,,,,
18614,YADKIN BANK,3-0000019861,,,,
18615,MERCHANTS AND MANUFACTURERS BK,3-0000020040,,,,
18616,NORTH MILWAUKEE ST BANK,3-0000020364,,,,
18617,SUBURBAN B&TC,3-0000020443,,,,
18618,FIRST ST BK OF THE SOUTH  INC,3-0000021050,,,,
18619,BANK OF THE BLUEGRASS & TC,3-0000021161,,,,
18620,FIRST NAVY BANK,3-0000021284,,,,
18621,HOLLADAY B&TC,3-0000021448,,,,
18622,FIRST ST BK OF BLOOMINGTON,3-0000022034,,,,
18623,CAPE COD FIVE CENTS SVG BK,3-0000023287,,,,
18624,TRIUMPH SAVINGS BANK  SSB,3-0000023498,,,,
18625,REPUBLIC B&TC,3-0000023627,Republic Bancorp Mtg Inc,960.0,251.0,82.49849076647084
18626,YORKTOWN BANK,3-0000024342,,,,
18627,FAMRER'S SAVINGS BANK,3-0000025668,,,,
18628,COMMUNITY B&T - WEST GA,3-0000025796,,,,
18629,SAGE BANK,3-0000026467,,,,
18630,HOMETOWN BK A CO-OP BK,3-0000026523,,,,
18631,BANCO DO BRASIL AMERICAS,3-0000026725,,,,
18632,GEORGIA B&TC OF AUGUSTA,3-0000027574,,,,
18633,SECURITY BANK SB,3-0000027723,,,,
18634,THE HARRISON B&LA,3-0000028080,,,,
18635,THE CINCINNATUS S & L CO.,3-0000028157,,,,
18636,NORTHEAST COMMUNITY BANK,3-0000029147,,,,
18637,MORGANTON SAVINGS BANK  SSB,3-0000030434,,,,
18638,MEDINA S&L ASSOCIATION,3-0000030547,,,,
18639,EQUITABLE SAVINGS & LOAN,3-0000030707,,,,
18640,MARION COUNTY SAVINGS BANK,3-0000030819,,,,
18641,CITIZENS BUILDING & LOAN  SSB,3-0000031900,,,,
18642,TUSTIN COMMUNITY BANK,3-0000032908,,,,
18643,CMNTY BANK-WHEATON/GLEN ELLYN,3-0000033953,,,,
18644,CENTRAL BANK OF JEFFERSON CTY,3-0000034153,,,,
18645,CORE BANK,3-0000034363,,,,
18646,FARMERS BLDG & SVG BK,3-0000034711,,,,
18647,RESOURCE BANKSHARES,3-0000034803,,,,
18648,FIRST CENTRAL SVG BK,3-0000034969,,,,
18649,BANKTRUST FINANCIAL,3-0000035380,,,,
18650,RUMSON-FAIR HAVEN B&T CO,3-0000035381,,,,
18651,AMERICAN CMNTY B&T,3-0000035412,,,,
18652,CELTIC BANK CORPORATION,3-0000057056,,,,
18653,FIRST CMNTY BK OF CENTRAL AL,3-0000057124,,,,
18654,REGAL FINANCIAL BANK,3-0000057236,,,,
18655,UNITED CMNTY BK OF WEST KY INC,3-0000057301,,,,
18656,BANKWELL BANK,3-0000057368,,,,
18657,MOUNTAIN 1ST BANK & TRUST COMP,3-0000057763,,,,
18658,BK OF SANTA CLARITA,3-0000057816,,,,
18659,CONNECTONE BANK,3-0000057919,,,,
18660,VALLEY BANK OF NEVADA,3-0000057933,,,,
18661,OPEN BANK,3-0000057944,,,,
18662,PUGET SOUND BANK,3-0000057955,,,,
18663,NEWBANK,3-0000058203,Netbank Inc,817.0,842.0,80.48782892250962
18664,PACIFIC ALLIANCE BK,3-0000058234,,,,
18665,US METRO BK,3-0000058310,,,,
18666,FLORIDA SHORES BANK  SOUTHEAST,3-0000058331,,,,
18667,UNITED REPUBLIC BANKC,3-0000058359,,,,
18668,BANK1440,3-0000058460,,,,
18669,GATEWAY BK OF CENTRAL FLORIDA,3-0000058506,,,,
18670,OLDTOWN BK,3-0000058561,,,,
18671,FIRST NEW MEXICO BANK  LC,3-0000058745,,,,
18672,BANDERA FIRST STATE BANK,3-0000058932,,,,
18673,HARBORONE BANK,3-0000059070,HarborOne Bank,566.0,721.0,100.0
18674,MOUNTAINONE BANK,3-0000090253,,,,
18675,BEACH CMNTY MTG SVCS  INC.,3-20-3450673,,,,
18676,NEWTOWNE MORTGAGE LLC,3-26-1146120,Towne Mortgage Co,1109.0,799.0,85.37179782923917
18677,STRATEGIC LENDING GROUP INC,3-26-3322936,,,,
18678,BRIDGEVIEW BK MORTGAGE CO LLC,3-27-0684906,,,,
18679,TOWNE MORTGAGE OF THE CAROLINA,3-27-1026893,,,,
18680,SIMONTOWNE MORTGAGE LLC,3-45-3979890,,,,
18681,WASHINGTON TRUST MTG CO LLC,3-45-4889921,Washington Trust Bank,1197.0,153.0,88.25996490081697
18682,T GRAHAM MORTGAGE INC,3-72-1386733,,,,
18683,SECURITY SAVINGS BANK SSB,3-99-0028139,,,,
18684,ROEBLING BK,3-99-0706923,,,,
18685,SIOUX FALLS FEDERAL CREDIT UIN,5-0000000060,,,,
18686,ALLEGENT CFCU,5-0000000205,,,,
18687,MAGNOLIA FEDERAL CU,5-0000000224,,,,
18688,TAMPA BAY FEDERAL CU,5-0000000352,,,,
18689,UNITED STATES SENATE FCU,5-0000000624,,,,
18690,TRAILHEAD CREDIT UNION,5-0000000644,,,,
18691,CAPITAL EDUCATORS FED. CU,5-0000001040,,,,
18692,MERIDEN SCHOOL FCU,5-0000001049,,,,
18693,EMBARK FEDERAL CREDIT UNION,5-0000001104,Bay Federal Credit Union,163.0,520.0,82.39911723538414
18694,CENTRAL JERSEY FEDERAL CU,5-0000001108,,,,
18695,WIDGET FEDERAL CREDIT UNION,5-0000001117,UT Federal Credit Union,1133.0,543.0,83.24758319618812
18696,SALEM VAMC FEDERAL CREDIT UNIO,5-0000001127,,,,
18697,TRICO FCU,5-0000001151,,,,
18698,PITTSBURGH CITY HALL EMP FCU,5-0000001239,,,,
18699,STANDARD REGISTER FEDERAL CU,5-0000001380,,,,
18700,NASSAU FINANCIAL FCU,5-0000001404,,,,
18701,MEMBERS TRUST OF SW FCU,5-0000001584,,,,
18702,SPERRY ASSOCIATIES FCU,5-0000001787,,,,
18703,HAWAII LAW ENFORCEMENT FCU,5-0000001870,,,,
18704,EDUCATION PERSONNEL FCU,5-0000001969,,,,
18705,CENTRIC FEDERAL CREDIT UNION,5-0000001982,Centris Federal Credit Union,247.0,419.0,96.15651555605393
18706,EDUCATIONAL & GOVERNMENTAL EFC,5-0000002346,,,,
18707,CROSSROADS COMMUNITY FCU,5-0000002508,,,,
18708,PALCO FEDERAL CREDIT UNION,5-0000002959,Lanco Federal Credit Union,685.0,3341.0,91.55354315761225
18709,TRUITY FEDERAL CREDIT UNION,5-0000003130,UT Federal Credit Union,1133.0,543.0,83.59334244053595
18710,UPPER DARBY BELLTELCO,5-0000003819,,,,
18711,GENERAL ELECTRIC EMP FED CREDI,5-0000004043,,,,
18712,CHIEF FINANCIAL CREDIT UNION,5-0000004271,,,,
18713,ST JOSEPHS FCU,5-0000004884,,,,
18714,AMARILLO COMMUNITY FCU,5-0000005168,,,,
18715,SIGNAL FINANCIAL FED CRED UN,5-0000005571,,,,
18716,BANK FUND STAFF FCU,5-0000005582,,,,
18717,ROANOKE VALLEY FCU,5-0000005604,,,,
18718,MUSKEGON CO-OP FEDERAL CREDIT,5-0000005982,,,,
18719,SUN EAST FEDERAL CREDIT,5-0000006160,Sun East Federal Credit Union,1073.0,476.0,87.94925718758034
18720,COMMUNITY FINANCIAL SRVS FCU,5-0000006179,,,,
18721,BATON ROUGE CITY PARISH EMP FC,5-0000006339,,,,
18722,MERCK SHARP & DOHME  FCU,5-0000006574,,,,
18723,WALLED LAKE SCHOOL EMP FED CU,5-0000006613,,,,
18724,GREAT BASIN FEDERAL CREDIT,5-0000007063,,,,
18725,S.D.MEDICAL FEDERAL C. U.,5-0000007258,,,,
18726,HUGHES FEDERAL CREDT UNION,5-0000007531,Hughes Federal Credit Union,609.0,2347.0,97.62121384552836
18727,SAN BERNARDINO SCHOOL EMPLOYEE,5-0000007770,,,,
18728,INNOVATIONS FEDERAL CREDIT UN,5-0000007783,,,,
18729,ALASKA AIRLINES/HORIZ EMPL FCU,5-0000008100,,,,
18730,WESTEDGE CREDIT UNION,5-0000008113,Westerra Credit Union,1212.0,8169.0,83.06944726177954
18731,FINANCIAL CENTER FCU,5-0000008594,,,,
18732,VONS EMPLOYEES FEDERAL CU,5-0000009230,,,,
18733,COOSA VALLEY FCU,5-0000009488,,,,
18734,FIRSTLIGHT FEDERAL C.U.,5-0000010174,,,,
18735,SENTINEL FCU,5-0000010257,,,,
18736,HAR-CO CREDIT UNION,5-0000010374,Sharon Credit Union,1023.0,726.0,86.79822524378092
18737,LAS COLINAS FEDERAL CREDIT CU,5-0000010424,,,,
18738,UNIVERSITY OF HAWAII FEDERAL C,5-0000010465,,,,
18739,AIR ACADEMY FEDERAL CREDIT UN,5-0000010600,,,,
18740,EDUCATIONAL SYSTEMS FEDERAL CU,5-0000010696,,,,
18741,RAINBOW FEDERAL  CREDIT UNION,5-0000011144,,,,
18742,COLUMBINE FCU,5-0000011548,,,,
18743,CASTPARTS EMPLOYEES FCU,5-0000011905,,,,
18744,HINGHAM FCU,5-0000011941,,,,
18745,NC COMMUNITY FEDERAL CU,5-0000012004,,,,
18746,DBA TORRANCE CMNTY CU,5-0000012543,,,,
18747,TCT FCU,5-0000012957,,,,
18748,SUSSEX COUNTY FEDERAL CR. UN.,5-0000013121,,,,
18749,NBCU EMPLOYEES FCU,5-0000013384,,,,
18750,DEL-ONE FEDERAL CREDIT UNION,5-0000013919,ENT Federal Credit Union,358.0,519.0,86.5213297461684
18751,MCHENRY COUNTY FEDERAL CU,5-0000014274,,,,
18752,ONTARIO MONTCLAIR SCHL EMP FCU,5-0000014542,,,,
18753,PEACH STATE FCU,5-0000014676,,,,
18754,EDWARDS FCU,5-0000014830,,,,
18755,PINNACLE FCU,5-0000015095,,,,
18756,CHESTERFIELD FCU,5-0000015496,,,,
18757,HERITAGE GROVE FCU,5-0000016113,,,,
18758,NYMEO FEDERAL CREDIT UNION,5-0000016408,Genco Federal Credit Union,511.0,496.0,84.5560442858004
18759,DEPARTMENT OF COMMERCE FCU,5-0000016410,,,,
18760,FOUR SEASONS FCU,5-0000016479,,,,
18761,ALLIED FEDERAL CREDIT UNION,5-0000017100,L&N Federal Credit Union,665.0,502.0,81.04790549846284
18762,ALLEGIUS FREDERAL CREDIT UNION,5-0000017389,Allegacy Federal Credit Union,59.0,569.0,86.82177887980225
18763,STEEL VALLEY FEDERAL CREDIT UN,5-0000017555,,,,
18764,USALLIANCE FCU - MTG OFFICE,5-0000017587,,,,
18765,ST. PIUS X CHURCH FEDEAL CU,5-0000018090,,,,
18766,AAFES FEDERAL CREDIT UNIOIN,5-0000018292,SAFE Federal Credit Union,984.0,509.0,86.40889730895007
18767,MONTGOMERYCOUNTY EMPLOYEESFCU,5-0000018917,,,,
18768,LAKE STATE CREDIT UNION,5-0000020035,Lake Trust Credit Union,681.0,630.0,85.02190426672448
18769,FRANKLIN MINT FEDERAL CREDIT U,5-0000020042,Franklin Mint Federal Credit Union,483.0,545.0,93.47473345633351
18770,DOY FEDERAL CREDIT UNION,5-0000020661,Dort Federal Credit Union,348.0,489.0,91.81853664544055
18771,REACH FEDERAL CREDIT UNION,5-0000020699,Teachers Federal Credit Union,1087.0,494.0,88.91972464309266
18772,PGMEFCU,5-0000020861,,,,
18773,JOURNEY FEDERAL CREDIT UNION,5-0000020943,L&N Federal Credit Union,665.0,502.0,80.97398489350466
18774,TOTAL CHOICE FCU,5-0000022369,,,,
18775,XPLORE FEDERAL CREDIT UNION,5-0000023017,L&N Federal Credit Union,665.0,502.0,80.4334146144892
18776,OPERATING ENGINEERS LOC. 3 FCU,5-0000024235,,,,
18777,ENDURA FINANCIAL F. C. U.,5-0000024446,,,,
18778,FIRST CAPITAL FCU,5-0000024490,,,,
18779,BLACKSTONE RIVER FED CU,5-0000024523,,,,
18780,WEBSTER FIRST FEDRAL CREDIT UN,5-0000024557,Webster First Federal Credit Union,1201.0,571.0,92.3407818733453
18781,KEYSTONE FCU,5-0000024562,,,,
18782,GREEN COUNTRY FEDERAL CR UN.,5-0000024613,,,,
18783,PLATINUM FEDERAL CREDIT UNION,5-0000024631,,,,
18784,MOUNTAIN AMERICA FCU,5-0000024692,,,,
18785,WASATCH PEAKS FCU,5-0000024780,,,,
18786,WINSTON-SALEM FCU,5-0000024814,,,,
18787,OAHU FCU,5-0000024830,,,,
18788,THRIVENT FEDERAL CREDIT UNION,5-0000024849,RIA Federal Credit Union,947.0,536.0,81.36633398698653
18789,RICHFIELD BLOOMINGTON CREDIT U,5-0000060125,,,,
18790,MEMPHIS CITY EMPLOYEES CREDIT,5-0000060239,,,,
18791,TTCU THE CREDIT UNION,5-0000060553,SECU Credit Union,986.0,680.0,83.22969570845076
18792,ARROWHEAD CU,5-0000060700,,,,
18793,MID CAROLINA CREDIT UNION,5-0000060735,,,,
18794,NEW  HORIZONS CREDIT  UNION,5-0000060799,,,,
18795,ROLLING F CU,5-0000061128,,,,
18796,SPACE CITY CREDIT UNION,5-0000061135,Space Coast Credit Union,1051.0,718.0,87.00454390447483
18797,CORPUS CHRISTI CITY EMP CU,5-0000061306,,,,
18798,MEMBERFOCUS COMM CU,5-0000061404,,,,
18799,UMCU,5-0000061552,,,,
18800,CASECU,5-0000061908,,,,
18801,PARKSIDE CREDI UNION,5-0000061985,,,,
18802,BEST FINANCIAL CREDIT UNION,5-0000062027,LBS Financial Credit Union,667.0,430.0,86.10494684057724
18803,UNITED EDUCATIONAL CREDIT UN,5-0000062072,SunWest Educational Credit Union,1074.0,672.0,80.64124773755985
18804,VIBE CREDIT UNION,5-0000062236,Vibe Credit Union,1177.0,11199.0,100.0
18805,MICHIGAN COMMUNITY CREDIT UNIO,5-0000062310,,,,
18806,PREFERRED CREDIT UNION,5-0000062340,,,,
18807,COMUNITY ONE CREDIT UNION,5-0000062628,Community Credit Union,294.0,656.0,86.65227319853432
18808,FRESNO POLICE DEPT CU,5-0000062747,,,,
18809,DEPARTMENT OF CORRECTIONS C U,5-0000062808,,,,
18810,LANDINGS CREDIT UNION,5-0000062937,,,,
18811,SHAREPOINT CU,5-0000063098,,,,
18812,EDCO COMMUNITY CREDIT UNION,5-0000063758,Telco Community Credit Union,1091.0,657.0,92.19593188319864
18813,CREDIT UNION OF COLORADO  A FE,5-0000064588,,,,
18814,FIRST NEBRASKA EDUCATORS CU,5-0000065398,,,,
18815,TRUMARK FINANCIAL CU,5-0000066158,,,,
18816,FIRST NORTHERN CU,5-0000066359,,,,
18817,ALIGN CREDIT UNION,5-0000066365,,,,
18818,POLISH NATIONAL C.U.,5-0000066597,,,,
18819,GUARDIAN CU,5-0000066638,,,,
18820,COVANTAGE CREDIT UNION - ANTIG,5-0000066848,,,,
18821,NORHTEAST COMMUNITY CREDIT UNI,5-0000067021,Northwest Community Credit Union,844.0,590.0,89.13858999529188
18822,KENT CREDIT UNION,5-0000067199,,,,
18823,CONNECT CREDIT UNION,5-0000067342,Connex Credit Union,301.0,4530.0,90.88500834662275
18824,DATCU CREDIT UNION,5-0000067535,SECU Credit Union,986.0,680.0,80.84341555326552
18825,TNCONNECT CREDIT UNION,5-0000067666,,,,
18826,COMMONWEALTH UTILITIES ECU,5-0000067846,,,,
18827,CAPITOL CU,5-0000067865,,,,
18828,GREATER SPRINGFIELD CREDIT,5-0000067902,,,,
18829,ELECTIRC SERVICE CREDIT UNION,5-0000068148,Public Service Credit Union,937.0,602.0,80.87792447266229
18830,NORTHEAST CREDIT UNION (NMLS#7,5-0000068219,,,,
18831,CONNECTIONS CREDIT UNION,5-0000068257,Connex Credit Union,301.0,4530.0,82.39640514105906
18832,TROPICAL FNCL CU,5-0000068476,,,,
18833,PREMIERONE CREDIT UNION,5-0000068540,,,,
18834,VANTAGE WEST CREDIT UINION,5-0000068558,Vantage Credit Union,1172.0,725.0,85.35101481157676
18835,INDIANA UNIVERSITY CU,5-0000068577,,,,
18836,CONSUMERS COOP CREDIT UNION,5-0000068588,Consumers Credit Union,303.0,633.0,87.09545643719298
18837,CENTRAL MN CREDIT UNION,5-0000068604,CENTRAL CREDIT UNION,191.0,646.0,91.44416309720124
18838,FT GORDON AND COMUNITY CR UN,5-0000068619,,,,
18839,LES BOIS CREDIT UNION,5-0000068621,,,,
18840,BLUE EAGLE CREDIT UNION,5-0000068629,,,,
18841,THE SOUTHERN CREDIT UNION,5-0000068638,First South Credit Union,462.0,731.0,89.53680442119709
18842,CCF - AUBURN HILLS BRANCH,5-0000068641,,,,
18843,REGENCY MORTGAGE CORPORATION,7-02-0486480,,,,
18844,KITTREDGE MORTGAGE CORPORATION,7-03-0286025,,,,
18845,AMERICAN HERITAGE CAPITAL,7-03-0488052,American Heritage Bank,80.0,1018.0,81.6167613605892
18846,STEPSTONE MORTGAGE CO.  INC.,7-04-3189975,,,,
18847,HOMEAMERICAN MORTGAGE CORPORAT,7-0546509997,,,,
18848,PINGORA LOAN SERVICING  LLC,7-0704610010,,,,
18849,ASSOCIATED MORTGAGE BANKERS  I,7-11-2961751,,,,
18850,CITIZENS FIRST WHOLESALE MTG C,7-11-3654971,,,,
18851,CENTERLINE MORTGAGE CAPITAL IN,7-13-3602661,,,,
18852,TOP FLITE FINANCIAL INC,7-13-4225190,,,,
18853,URBAN FINANCIAL OF AMERICA  LL,7-20-0304793,,,,
18854,HOMESTEAD MORTGAGE DBA HOMESIT,7-20-0976388,,,,
18855,UNITED SOUTHWEST MTG CORP INC,7-20-1255434,,,,
18856,AMERICAN ADVISORS GROUP,7-20-1832276,AAG American Advisors Group,12.0,14466.0,83.79951484568662
18857,CENTERLINE MORTGAGE PARTNERS I,7-20-2867543,,,,
18858,WATERMARK CAPITAL  INC.,7-20-4255880,,,,
18859,F&B ACQUISITION GROUP,7-20-4514405,,,,
18860,PROSPERITY HOME MORTGAGE  LLC,7-20-5216358,PROSPERITY MORTGAGE CO,890.0,895.0,87.08267267367738
18861,AMERISPHERE MORTGAGE FINANCE,7-20-5326726,,,,
18862,NEW AMERICA FINANCIAL CORP,7-20-8279218,,,,
18863,CROSSLINE CAPITAL INC.,7-20-8762600,,,,
18864,NORWICH COMMERCIAL GROUP INC,7-22-2894356,,,,
18865,GLENDENNING MORTGAGE CORPRORAT,7-22-2999585,,,,
18866,AHMC,7-22-3603829,,,,
18867,KWIK MORTGAGE CORPORATION,7-22-3626334,,,,
18868,GREEN PLANET SERVICING  LLC,7-26-0362771,,,,
18869,MOVEMENT MORTGAGE  LLC,7-26-0595342,Movement Mortgage Llc,791.0,12150.0,100.0
18870,R PFUNDING  INC.,7-26-0813134,,,,
18871,CITIZENS HOME LOANS OF AMERICA,7-26-1195833,,,,
18872,DSLD MORTGAGE,7-26-2434560,,,,
18873,PLATINUM FINANCIAL FUNDING,7-26-2851612,,,,
18874,CAMBRIA FINANCIAL GROUP  LLC,7-26-2926983,,,,
18875,PLANT CITY MORTGAGE CORP,7-26-3778759,,,,
18876,COASTAL FUNDING SLC,7-26-3958508,,,,
18877,HANCOCK MORTGAGE PARTNERS   LL,7-26-4461592,,,,
18878,BOND STREET MORTGAGE  LLC,7-26-4803398,Oak Street Mortgage Llc,860.0,2677.0,80.25251703773101
18879,FLORIDA HOME TRUST MORTGAGE,7-27-0022323,,,,
18880,MORTGAGE ASSURANCE INC.,7-27-0202259,,,,
18881,OGI MORTGAGE BANKERS,7-27-0267182,,,,
18882,BEECH STREET CAPITAL LLC,7-27-0882098,,,,
18883,FIRSTKEY MORTGAGE  LLC,7-27-2849078,,,,
18884,LPMC LLC,7-27-4626537,,,,
18885,NEWCASTLE HOME LOANS LLC,7-30-0051894,,,,
18886,FIRST OHIO HOME FINANCE  INC,7-31-1484057,,,,
18887,BLUFI LENDING CORP.,7-32-0273125,,,,
18888,AFFINITY LENDING SOLUTIONS  LL,7-32-0283320,,,,
18889,JMJ FINANCIAL GROUP,7-33-0508282,,,,
18890,BM REAL ESTATE SEVICES INC,7-33-0886403,,,,
18891,GFS CAPITAL,7-33-0973601,,,,
18892,HOMEWELL MORTGAGE  INC.,7-38-3756799,,,,
18893,AMERICAN MORTGAGE & EQUTY CONS,7-41-1941324,,,,
18894,CITYWORTH MORTGAGE LLC,7-45-5349650,,,,
18895,ADVISORS CAPITAL  INC.,7-46-1565216,,,,
18896,WMS SERIES LLC,7-47-0933090,,,,
18897,LEADERONE FINANCIAL CORP ISAOA,7-48-1148159,,,,
18898,ATLANTIC FINANCIAL  INC.,7-52-1845409,,,,
18899,COUNTRY CLUB MORTGAGE  INC.,7-52-2354562,,,,
18900,E MORTGAGE MANAMGEMENT  LLC,7-54-2070914,,,,
18901,CORPORATE INVESTORS MORTGAGE,7-56-2007637,INVESTORS TRUST MORTGAGE CORP,620.0,1728.0,84.53266325952991
18902,SILVERTON MORTGAGE SPECIALIST,7-58-2419109,,,,
18903,ALKAN MORTGAGE CORPORATION,7-59-3591757,,,,
18904,FARM CREDIT MID AMERICA,7-61-1355156,,,,
18905,MORTGAGE SUPPLIERS  INC.,7-61-1388642,,,,
18906,CENTERLINE FINANCE CORPORATION,7-61-1474677,,,,
18907,FRANLKIN AMERICAN MORTGAGE CO,7-62-1532940,,,,
18908,COOPERATIVA A/C  AGUSTIN BURGO,7-66-0222560,,,,
18909,SAN RAFAEL COOPERATIVA,7-66-0224450,,,,
18910,MARIA E. ORJALES,7-66-0236963,,,,
18911,COOPERATIVA DE A\C HATICOOP,7-66-0237982,,,,
18912,COOPERATIVA DE A\C SAULO DE RO,7-66-0258803,,,,
18913,COOPERATIVA DE A\C MAUNABO,7-66-0271958,,,,
18914,COOPERATIVA  A/C ORIENTAL,7-66-0287790,,,,
18915,COOPERATIVA DE A/C MAYAGUEZ,7-66-0324225,,,,
18916,COOPERATIVA DE A/C MOROVENA,7-66-0329330,,,,
18917,COOPERATIVA DE A/C HNOS UNIDOS,7-66-0344924,,,,
18918,COOP AC DE LOS GERENCIALES DE,7-66-0371086,,,,
18919,SIMONICH CORPORATION DBA COMME,7-68-0295876,,,,
18920,MEYER MORTGAGE CORP,7-7258600006,,,,
18921,HOMESTAR FINANCIAL CORP.,7-74-3038404,Homeside Financial Llc,599.0,13742.0,80.97019527005467
18922,GREAT WESTERN FINANCIAL SVC,7-75-1794257,,,,
18923,CORNERSTONE HOME LENDING  INC.,7-76-0236067,Cornerstone Home Lending Inc,307.0,8333.0,100.0
18924,FINANCIAL FUNDING SOLUTIONS  I,7-76-0718556,,,,
18925,OPTION FINANCIAL  LLC,7-76-0780998,,,,
18926,RESORUCE LENDERS INC,7-77-0251790,Resource Lenders,964.0,11406.0,93.22546849338855
18927,REVERSE MORTGAGE SOLUTIONS  IN,7-77-0672274,,,,
18928,HOMEBRIDGE FINANCIAL SERVICES ,7-7811300008,Homebridge Financial Services Inc,598.0,909.0,100.0
18929,MICHIGAN MUTUAL  INC.,7-7983500003,,,,
18930,LOAN SIMPLE  INC.,7-84-1412422,,,,
18931,AMERICAN FINANCING CORP,7-84-1594306,American Financing Corp,79.0,12219.0,100.0
18932,GOOGAIN  INC.,7-90-0186134,,,,
18933,C.S. FINANCIAL  INC.,7-91-2094220,,,,
18934,CENTRALBANC MORTGAGE,7-94-1727625,,,,
18935,ACRE CAPITAL LLC,7-94-3159818,,,,
18936,T. J. FINANCIAL  INC.,7-95-4248183,,,,
18937,PERFORMANCE FINANCIAL  INC,7-95-4575252,,,,
18938,SANTANDER BANK N.A.,9-0000722777,,,,
18939,NATIONAL BK OF AR,9-99-0016941,,,,
18940,THE FIRST NATL BANK OF GROTON,1-0000001083,,,,
18941,SECURITY NB OF SIOUX CITY IA,1-0000003124,,,,
18942,THE PEOPLES NATIONAL BANK OF M,1-0000006667,,,,
18943,FNB LE CENTER,1-0000006921,,,,
18944,THE FIRST NATIOAL BANK,1-0000006922,,,,
18945,FNBBA,1-0000007115,,,,
18946,FIRST NAT'L BANK OF JEANERETTE,1-0000007768,,,,
18947,JACKSBORO NATIONAL BANK,1-0000007814,,,,
18948,FIRST NATIONAL BANK OF ONEIDA,1-0000008039,,,,
18949,THE FIRST NATIONAL BANK OF DIE,1-0000009582,,,,
18950,HERGET BANK NATIONAL ASSOCIATI,1-0000009788,,,,
18951,FIRST NATIONAL BANK OF AVA,1-0000010911,,,,
18952,FIRST NB OF LAWRENCE COUNTY,1-0000011312,,,,
18953,ANSTAFF BANK N.A.,1-0000013543,,,,
18954,FIRST NATIONAL BANK IN DERIDDE,1-0000014168,,,,
18955,THE FIRST NATIONAL BANK IN CAR,1-0000014268,,,,
