,original_name,match_name,score,match_index
3765,hms capital,hms capital inc,82.4548109775753,3346
3766,empire mortgage co,empire mortgage corporation,80.29484700873398,3348
3767,wells fargo co,wells fargo bank na,70.57526240872608,2259
3768,jp morgan chase co,jpmorgan chase bank,76.42624021346415,3350
3769,us bancorp,cf bancorp,74.10159226924796,4700
3770,first financial bank,first financial bank,100.0,5542
3771,first of america bank corp,bank of america na,64.86844612925589,3393
3772,bank of america corp,bank of america na,84.11634977849259,14655
3773,cornerstone mortgage co,cornerstone mortgage company,90.35024423259102,4363
3774,fnb corp,fnb bank na,38.99102802904759,4401
3775,first horizon national corp,horizon bank,46.05896252208032,4652
3776,honesdale national bank,the honesdale national bank,88.031709536765,12384
3777,pnc financial services group inc,union financial services inc,74.9619712788235,4239
3778,national city bank of in,national city bank of indiana,90.68347769939459,1146
3779,town square mortgage llc,open mortgage llc,67.2996681118776,4389
3780,alliance bank na,alliance bank na,100.0,2252
3781,ballston spa national bank,ballston spa national bank,100.0,4406
3782,nbt bancorp inc,nbt bank na,64.65385620173251,8897
3783,tcf financial corp,tcf national bank,56.613009292115244,1222
3784,citigroup inc,clarity mortgage group inc,52.3183789015376,990
3785,landmark bank,landmark bank,100.0,10825
3786,first southern national bank,first southern national bank,100.0,13500
3787,national bank trust co,national bank trust company,89.8867772210624,5311
3788,lcnb corp,cnb bank,40.80211371721203,2456
3789,citizens first national bank,citizens first national bank,100.0,1157
3790,intrust bank na,intrust bank na,100.0,10683
3791,citizens bank,citizens bank na,89.31741891653456,1159
3792,farmers national bank,farmers bank,69.11400480032917,1357
3793,cadence bancorp llc,cadence bank na,68.99706798067969,8905
3794,canandaigua national corp,canandaigua national bank,86.68065691136522,3373
3795,central national bank,central national bank,100.0,29
3796,zions bancorp,zions bancorporation na,73.17588279367361,14651
3797,midland national bank,midland national bank,100.0,9804
3798,bank first national,bank first national,100.0,10690
3799,city national bank,city national bank,100.0,10614
3800,peoples bank,peoples bank,100.0,3380
3801,mars national bank,mars national bank,100.0,8914
3802,first national bank tx,first national bank trust co,85.10229394579629,3362
3803,bank of ny mellon corp,bny mellon na,58.73768219096432,13173
3804,simmons first national corp,simmons first national bank,87.88881370803122,8917
3805,peoples security bank trust,peoples security bank trust,100.0,9076
3806,huntington bancshares inc,huntington national bank,69.3532352922475,13311
3807,old national bancorp,old national bank,85.93124703803632,4433
3808,first national community bancorp,first national community bank,92.40698229299916,4434
3809,trustmark corp,trustmark national bank,56.20182070679029,10631
3810,evans bancorp inc,evans bank na,69.822059382554,11554
3811,union center national bank,union center national bank,100.0,4437
3812,first national bank of long island,first national bank of long is,94.23700380846046,4440
3813,regions financial corp,regions bank,56.41596270558155,13136
3814,lincoln bancorp,lincoln bank,79.94548542628813,3682
3815,bok financial corp,slm financial corp,77.35464168062003,965
3816,capital one financial corp,capital one na,71.64458001244827,3398
3817,extraco bank,extraco banks,94.88947090466381,1188
3818,county national bank,county national bank,100.0,1218
3819,amarillo national bank,amarillo national bank,100.0,1190
3820,lorain national bank,lorain national bank,100.0,1191
3821,1st national bank of scotia,first national bank of scotia,86.2300696555532,1193
3822,keycorp,money corpfn,44.988130860448,1101
3823,eastern national,eastern national bank,86.88878919667113,14083
3824,valley national bancorp,valley national bank,88.3346402450557,13928
3825,thumb national bank trust co,thumb national bank trust co,100.0,2302
3826,far east national bank,far east national bank,100.0,6255
3827,abn amro holding nv,freehold savings bank,40.38195094245834,12446
3828,first fidelity bank,first fidelity bank,100.0,13884
3829,commerce bancshares inc,commerce bank,68.03502635099963,2543
3830,liberty national bank,liberty national bank,100.0,8912
3831,home state bank,home state bank,100.0,2438
3832,unity bancorp inc,unity bank,63.211017217112385,8173
3833,fifth third bancorp,fifth third bank,86.0335458783294,4500
3834,patriot national bank,patriot bank,73.1914641679523,10154
3835,blue ridge bancshares inc,blue ridge bank na,73.2915501719988,81
3836,patriot bank corp,patriot bank,80.84182539140025,14399
3837,landmark community bank,landmark bank,68.33744817069851,10679
3838,malvern federal bancorp inc,malvern national bank,54.981178649855224,4465
3839,wintrust financial corp,wings financial fcu,71.55622124703639,1803
3840,associated bancorp,associated bank na,79.471016468719,93
3841,national bank of ks city,national bank of kansas city,91.07947094730898,94
3842,millennium bank,millennium bank,100.0,11023
3843,hometown national bank,hometown bank,73.83960265206176,1348
3844,torontodominion bank,frontier bank,51.79896512237444,3846
3845,first national bank of az,first national bank of arizona,91.61015024314153,1232
3846,charles schwab corp,charles schwab bank,78.33638284385968,6649
3847,south central bank,south central bank,100.0,405
3848,webster bank,webster bank na,88.42889628119921,4476
3849,hsbc holdings plc,hsbc bank usa na,39.17023372631328,13143
3850,bedford federal savings bank,bedford federal savings bank,100.0,107
3851,pulaski bank,pulaski bank,100.0,3810
3852,1st financial,1st financial bank,83.38399243878972,2345
3853,johnson financial group,johnson bank,57.02061479032431,9004
3854,comerica inc,comerica bank,73.11510391683363,8835
3855,harris bancorp inc,bmo harris bank na,60.72657220707488,9730
3856,irwin mortgage corp,wmc mortgage corp,72.79216968904339,2047
3857,sterling bank,sterling bank,100.0,3636
3858,sterling bancorp,sterling bank,79.9563266378847,7461
3859,bank of commerce,bank of commerce,100.0,8125
3860,county bank,county bank,100.0,10998
3861,east west bancorp,east west bank,83.11051462806178,14665
3862,northern trust corp,the northern trust co,80.29639760706105,9735
3863,chesapeake bank,chesapeake bank,100.0,11631
3864,deutsche bank ag,deutsche bank trust company,65.61180982236597,1249
3865,american capital corp,capital bank,50.194102823115514,13217
3866,amsouth bancorp,amsouth bank,78.39705946090501,122
3867,first southern bank,first southern bank,100.0,13962
3868,american heritage bank,american heritage bank,100.0,7219
3869,arvest bank group inc,arvest bank group,88.13945947389826,6295
3870,orrstown bank,orrstown bank,100.0,12474
3871,first premier bank,first premier bank,100.0,9012
3872,commercial bank,commercial bank,100.0,6299
3873,mt bank corp,mt bank,68.55889785977917,11498
3874,sandy spring bancorp inc,sandy spring bank,78.00324105795504,11637
3875,bank independent,bank independent,100.0,5398
3876,equitable bank,equitable bank,100.0,7189
3877,sky bank,sky bank,100.0,134
3878,town country bank,town country bank,100.0,11868
3879,provident bank,provident bank,100.0,11717
3880,hilltop holdings inc,hillcrest bank,33.43150383528084,2542
3881,adirondack trust co,adirondack trust co,100.0,1261
3882,wesbanco inc,wesbanco bank inc,82.03396200636934,6338
3883,truist financial corp,first financial bank,66.72038308189107,4635
3884,tricounty bank,county bank,81.37629361809032,10998
3885,banco bilbao vizcaya argentaria sa,banco bilbao vizcaya argentari,93.88432074493905,2527
3886,solvay bank,solvay bank,100.0,14245
3887,southside bank,southside bank,100.0,7353
3888,southtrust corp,south trust bank,71.18009002584914,146
3889,heartland bank,heartland bank,100.0,8051
3890,bank of marion,the bank of marion,80.94952664018646,11655
3891,capital city bank,capital city bank,100.0,3583
3892,peoples bank trust co,peoples bank,69.99223856145525,1475
3893,tioga state bank,tioga state bank,100.0,152
3894,ameriserv financial inc,ameriserv financial bank,87.43005431310571,1275
3895,popular inc,banco popular north america,50.54817568768506,3491
3896,peoples community bank,peoples bank,64.08902408696676,2777
3897,bank of montreal,the bank of marion,59.37004346694105,148
3898,1st source bank,1st source bank,100.0,2383
3899,first midwest bank,midwest bank,72.69186564879712,208
3900,1st option,first option mortgage,53.06276674914601,6158
3901,granite mortgage inc,best mortgage inc,71.5328490879149,4332
3902,resource bank,resource bank,100.0,3486
3903,community resource mortgage inc,resource bank,42.69848281384923,2385
3904,quad city bank trust co,quad city bank and trust,83.51988898877813,1283
3905,valley bank,valley bank,100.0,5422
3906,first bank trust,first bank trust,100.0,4516
3907,mortgage store,the mortgage store inc,72.83514392640478,2128
3908,southern community bank trust,southern community bk trust,95.72443962440698,165
3909,community savings bank,community savings bank,100.0,3560
3910,monarch bank,monarch bank,100.0,167
3911,johnson mortgage co llc,johnson bank,46.370897613824305,8099
3912,bank of the james,bank of the james,100.0,11669
3913,rbc financial group,directors financial group,70.70799227620478,9638
3914,guaranty bank trust co,guaranty bank trust co,100.0,2636
3915,bank ozk,bank ozk,100.0,13817
3916,exchange bank,exchange bank,100.0,9971
3917,amalgamated bank,amalgamated bank,100.0,8149
3918,kentucky bank,kentucky bank,100.0,8150
3919,southwest bank,southwest bank,100.0,5501
3920,washington trust bank,washington trust bank,100.0,13705
3921,farmers bank,farmers bank,100.0,9059
3922,lake area bank,lake area bank,100.0,4531
3923,mechanics bank,mechanics bank,100.0,11825
3924,brotherhood bank trust,brotherhood bank trust,100.0,1301
3925,traditional bank,traditional bank,100.0,5442
3926,independent bank,independent bank,100.0,3726
