,original_name,match_name,score,match_index
7527,greenlight financial services,greenlight financial services,100.0,8756
7528,choice mortgage services inc,first choice mortgage services,80.50963958058836,1082
7529,intercoastal mortgage co,intercoastal mortgage company,90.4599036048856,1083
7530,hometown mortgage co inc,hometown mortgage co inc,100.0,2191
7531,mortgage consultants inc,mortgage consultants inc,100.0,5270
7532,cambridge mortgage corp,cambridge mortgage corporation,86.89775622107484,4354
7533,nationstar mortgage llc,nationstar mortgage llc,100.0,5271
7534,arlington capital mortgage corp,arlington capital mortgage,91.52267969668073,1090
7535,allied home mortgage capital corp,allied home mortgage capital c,93.1752491962988,3299
7536,allied mortgage capital corp,allied home mortgage capital c,84.25779701470817,5273
7537,freedom mortgage corp,freedom mortgage corp,100.0,6177
7538,wall street mortgage bankers ltd,wall street mortgage bankers ltd,100.0,14294
7539,greentree mortgage corp,greentree mortgage co lp,92.9760469623544,3303
7540,summit mortgage corp,summit mortgage corporation,85.15049791684265,13351
7541,hr block inc,eloan inc,46.743445544407685,2074
7542,fairway independent mortgage corp,fairway independent mortgage,91.92071070440285,6181
7543,network funding corp,network funding lp,84.24291615610633,12289
7544,first continental mortgage ltd,first continental mortgage ltd,100.0,2066
7545,option one mortgage corp,option one mortgage corp,100.0,1100
7546,mortgage financial inc,mortgage financial inc,100.0,5280
7547,tam equity corp,bay equity llc,54.702338217262046,7842
7548,partners mortgage co,mortgage partners inc,65.59864981616796,7032
7549,amerisouth mortgage co,amerisouth mortgage company,89.14373179788436,2210
7550,platinum mortgage,platinum home mortgage corp,75.21044351498011,7893
7551,vitek mortgage group,vitek mortgage group,100.0,7894
7552,leader mortgage inc,leader mortgage company inc,82.47915617625074,4374
7553,mortgage america inc,mortgage america inc,100.0,3321
7554,american equity mortgage inc,american equity mortgage inc,100.0,8809
7555,homestead funding corp,homestead funding corp,100.0,7081
7556,1st priority mortgage,1st priority mortgage inc,91.04805490592915,13877
7557,homebridge financial services inc,homebridge financial services inc,100.0,14105
7558,loandepotcom llc,loandepotcom llc,100.0,10531
7559,hci mortgage,hci mortgage,100.0,1127
7560,members mortgage co inc,members mortgage company inc,89.2345852310187,2230
7561,fieldstone holdings corp,fieldstone mortgage company,66.65542127839423,2231
7562,northwest mortgage inc,northwest bank,62.02855413964112,1451
7563,new freedom mortgage corp,new freedom mortgage corp,100.0,2234
7564,open mortgage llc,open mortgage llc,100.0,8819
7565,nova home loans,nova home loans,100.0,3341
7566,american mortgage specialists,american mortgage specialists,100.0,3342
7567,abacus mortgage inc,abacus mortgage inc,100.0,4392
7568,homestead mortgage,homestead mortgage,100.0,3344
7569,directors mortgage inc,directors mortgage inc,100.0,14624
7570,hms capital,hms capital inc,82.4548109775753,3346
7571,lenox financial mortgage,lenox financial mortgage,100.0,7096
7572,wells fargo co,wells fargo bank na,70.57526240872608,2259
7573,jp morgan chase co,jpmorgan chase bank,76.42624021346415,3350
7574,us bancorp,cf bancorp,74.10159226924796,4700
7575,first financial bank,first financial bank,100.0,5542
7576,fnb corp,fnb bank na,38.99102802904759,4401
7577,first horizon national corp,horizon bank,46.05896252208032,4652
7578,honesdale national bank,the honesdale national bank,88.031709536765,12384
7579,pnc financial services group inc,union financial services inc,74.9619712788235,4239
7580,alliance bank na,alliance bank na,100.0,2252
7581,ballston spa national bank,ballston spa national bank,100.0,4406
7582,nbt bancorp inc,nbt bank na,64.65385620173251,8897
7583,citigroup inc,clarity mortgage group inc,52.3183789015376,990
7584,legacy mortgage,legacy mortgage,100.0,1114
7585,national bank trust co,national bank trust company,89.8867772210624,5311
7586,lcnb corp,cnb bank,40.80211371721203,2456
7587,citizens first national bank,citizens first national bank,100.0,1157
7588,hometown national bank,hometown bank,73.83960265206176,1348
7589,intrust bank na,intrust bank na,100.0,10683
7590,citizens bank,citizens bank na,89.31741891653456,1159
7591,farmers national bank,farmers bank,69.11400480032917,1357
7592,cadence bancorp llc,cadence bank na,68.99706798067969,8905
7593,canandaigua national corp,canandaigua national bank,86.68065691136522,3373
7594,zions bancorp,zions bancorporation na,73.17588279367361,14651
7595,midland national bank,midland national bank,100.0,9804
7596,bank first national,bank first national,100.0,10690
7597,city national bank,city national bank,100.0,10614
7598,peoples bank,peoples bank,100.0,3380
7599,mars national bank,mars national bank,100.0,8914
7600,first national bank tx,first national bank trust co,85.10229394579629,3362
7601,bank of ny mellon corp,bny mellon na,58.73768219096432,13173
7602,simmons first national corp,simmons first national bank,87.88881370803122,8917
7603,peoples security bank trust,peoples security bank trust,100.0,9076
7604,huntington bancshares inc,huntington national bank,69.3532352922475,13311
7605,old national bancorp,old national bank,85.93124703803632,4433
7606,first national community bancorp,first national community bank,92.40698229299916,4434
7607,trustmark corp,trustmark national bank,56.20182070679029,10631
7608,evans bancorp inc,evans bank na,69.822059382554,11554
7609,union center national bank,union center national bank,100.0,4437
7610,bank of america corp,bank of america na,84.11634977849259,14655
7611,first national bank of long island,first national bank of long is,94.23700380846046,4440
7612,lincoln bancorp,lincoln bank,79.94548542628813,3682
7613,bok financial corp,slm financial corp,77.35464168062003,965
7614,capital one financial corp,capital one na,71.64458001244827,3398
7615,capital one financial corp,capital one na,71.64458001244827,3398
7616,extraco bank,extraco banks,94.88947090466381,1188
7617,forest park national bank,forest park national bank tr,94.22083144767826,5345
7618,1st national bank of scotia,first national bank of scotia,86.2300696555532,1193
7619,keycorp,money corpfn,44.988130860448,1101
7620,eastern national,eastern national bank,86.88878919667113,14083
7621,valley national bancorp,valley national bank,88.3346402450557,13928
7622,thumb national bank trust co,thumb national bank trust co,100.0,2302
7623,far east national bank,far east national bank,100.0,6255
7624,first fidelity bank,first fidelity bank,100.0,13884
7625,commerce bancshares inc,commerce bank,68.03502635099963,2543
7626,home state bank,home state bank,100.0,2438
7627,unity bancorp inc,unity bank,63.211017217112385,8173
7628,fifth third bancorp,fifth third bank,86.0335458783294,4500
7629,patriot national bank,patriot bank,73.1914641679523,10154
7630,landmark community bank,landmark bank,68.33744817069851,10679
7631,malvern federal bancorp inc,malvern national bank,54.981178649855224,4465
7632,wintrust financial corp,wings financial fcu,71.55622124703639,1803
7633,tcf financial corp,tcf national bank,56.613009292115244,1222
7634,associated bancorp,associated bank na,79.471016468719,93
7635,metlife inc,metlife bank na,65.6190138909405,6269
7636,national bank of ks city,national bank of kansas city,91.07947094730898,94
7637,millennium bank,millennium bank,100.0,11023
7638,torontodominion bank,frontier bank,51.79896512237444,3846
7639,south central bank,south central bank,100.0,405
7640,webster bank,webster bank na,88.42889628119921,4476
7641,hsbc holdings plc,hsbc bank usa na,39.17023372631328,13143
7642,ubs ag,ubs ag tampa branch,47.452350452110316,10722
7643,citizens financial group inc,bristol financial group inc,75.83004573124255,3175
7644,cornerstone mortgage co,cornerstone mortgage company,90.35024423259102,4363
7645,1st financial,1st financial bank,83.38399243878972,2345
7646,johnson financial group,johnson bank,57.02061479032431,9004
7647,comerica inc,comerica bank,73.11510391683363,8835
7648,adirondack bank,adirondack bank,100.0,6285
7649,bank of commerce,bank of commerce,100.0,8125
7650,county bank,county bank,100.0,10998
7651,northern trust corp,the northern trust co,80.29639760706105,9735
7652,chesapeake bank,chesapeake bank,100.0,11631
7653,deutsche bank ag,deutsche bank trust company,65.61180982236597,1249
7654,american heritage bank,american heritage bank,100.0,7219
7655,arvest bank group inc,arvest bank group,88.13945947389826,6295
7656,orrstown bank,orrstown bank,100.0,12474
7657,southwest bank,southwest bank,100.0,5501
7658,mt bank corp,mt bank,68.55889785977917,11498
7659,sandy spring bancorp inc,sandy spring bank,78.00324105795504,11637
7660,town country bank,town country bank,100.0,11868
7661,hilltop holdings inc,hillcrest bank,33.43150383528084,2542
7662,adirondack trust co,adirondack trust co,100.0,1261
7663,truist financial corp,first financial bank,66.72038308189107,4635
7664,solvay bank,solvay bank,100.0,14245
7665,first citizens bancorp inc,first citizens bank,80.6986900921983,6311
7666,southside bank,southside bank,100.0,7353
7667,heartland bank,heartland bank,100.0,8051
7668,bank of marion,the bank of marion,80.94952664018646,11655
7669,lake city bank,lake city bank,100.0,5413
7670,capital city bank,capital city bank,100.0,3583
7671,popular inc,banco popular north america,50.54817568768506,3491
7672,peoples community bank,peoples bank,64.08902408696676,2777
7673,bank of montreal,the bank of marion,59.37004346694105,148
7674,1st source bank,1st source bank,100.0,2383
7675,first midwest bank,midwest bank,72.69186564879712,208
7676,banco bilbao vizcaya argentaria sa,banco bilbao vizcaya argentari,93.88432074493905,2527
7677,bank independent,bank independent,100.0,5398
7678,ameriserv financial inc,ameriserv financial bank,87.43005431310571,1275
7679,granite mortgage inc,best mortgage inc,71.5328490879149,4332
7680,quad city bank trust co,quad city bank and trust,83.51988898877813,1283
7681,valley bank,valley bank,100.0,5422
7682,first bank trust,first bank trust,100.0,4516
7683,first southern bank,first southern bank,100.0,13962
7684,commercial bank,commercial bank,100.0,6299
7685,monarch bank,monarch bank,100.0,167
7686,east west bancorp,east west bank,83.11051462806178,14665
7687,johnson mortgage co llc,johnson bank,46.370897613824305,8099
7688,bank of the james,bank of the james,100.0,11669
7689,equitable bank,equitable bank,100.0,7189
7690,patriot bank corp,patriot bank,80.84182539140025,14399
7691,sterling bancorp,sterling bank,79.9563266378847,7461
7692,sterling bank,sterling bank,100.0,3636
7693,regions financial corp,regions bank,56.41596270558155,13136
7694,guaranty bank trust co,guaranty bank trust co,100.0,2636
7695,hometown bank,hometown bank,100.0,346
7696,riverside bank,riverside bank,100.0,4673
7697,bank ozk,bank ozk,100.0,13817
7698,amalgamated bank,amalgamated bank,100.0,8149
7699,kentucky bank,kentucky bank,100.0,8150
7700,wesbanco inc,wesbanco bank inc,82.03396200636934,6338
7701,washington trust bank,washington trust bank,100.0,13705
7702,farmers bank,farmers bank,100.0,9059
7703,lake area bank,lake area bank,100.0,4531
7704,bank of mo,the bank of marion,63.59978575577189,6314
7705,western bank corp inc,western bank,70.68579270025995,2435
7706,mechanics bank,mechanics bank,100.0,11825
7707,brotherhood bank trust,brotherhood bank trust,100.0,1301
7708,traditional bank,traditional bank,100.0,5442
7709,independent bank,independent bank,100.0,3726
7710,bnp paribas,unibank,31.46416066706536,515
7711,union state bank,state bank,66.37038828314047,10936
7712,community bank trust,community bank trust,100.0,13216
7713,bankplus,bankplus,100.0,190
7714,allegheny valley bancorp inc,allegheny valley bank,82.49903718676643,7273
7715,layton state bank,layton state bank,100.0,2418
7716,first commonwealth financial corp,first commonwealth bank,71.225568232842,9968
7717,fulton financial corp,fulton bank na,55.151196043610796,12420
7718,citizens northern corp,citizens northern bank,82.34741147982128,5453
7719,palmetto bank,the palmetto bank,80.84462248678092,9975
7720,harvard state bank,the harvard state bank,85.37395655129885,5458
7721,western state bank,western state bank,100.0,6364
7722,firstsouth bancorp inc,bancorpsouth bank,55.448126955176726,13153
7723,rockland trust co,rockland trust company,85.57819589680166,5461
7724,midwest bank na,midwest bank,87.88365658049443,208
7725,mid penn bancorp inc,mid penn bank,72.22289279320509,4557
7726,fm bancorp,fm bank,65.1957035893906,13868
7727,first state bank trust,first state bank trust,100.0,14480
7728,commerce bank,commerce bank,100.0,2436
7729,pioneer bank,pioneer bank,100.0,453
7730,clearfield bank trust co,clearfield bank trust co,100.0,2441
7731,st bancorp inc,cf bancorp,64.3247819935903,5604
7732,century bank,century bank,100.0,1338
7733,abc bank,abc bank,100.0,10866
7734,bank orion,bank orion,100.0,5475
7735,bancorpsouth inc,bancorpsouth bank,83.75130793440678,4569
7736,provident bank,provident bank,100.0,11717
7737,carrollton bancorp,carrollton bank,84.82452394961174,5480
7738,park bank,park bank,100.0,3654
7739,horizon bank,horizon bank,100.0,11724
7740,community savings bank,community savings bank,100.0,3560
7741,great western bancorp inc,great western bank,79.11309250889835,13921
7742,state bank,state bank,100.0,242
7743,carter county bank,carter county bank,100.0,4586
7744,ulster savings bank,ulster savings bank,100.0,3571
7745,new york community bancorp inc,new york community bank,83.5976460391894,7952
7746,ridgewood savings bank,ridgewood savings bank,100.0,14613
7747,waukesha state bank,waukesha state bank,100.0,12569
7748,jefferson bank,jefferson bank,100.0,14497
7749,metairie bank trust co,metairie bank trust,91.91118854769692,7320
7750,standard bank trust co,standard bank and trust co,91.75585373469231,8217
7751,torrington savings bank,torrington savings bank,100.0,2477
7752,northeast bank,northeast bank,100.0,13339
7753,itasca bank trust co,itasca bank trust co,100.0,11741
7754,newbridge bancorp,newbridge bank,81.8271863232995,8221
7755,bank of glen burnie,the bank of glen burnie,85.30865527479712,2483
7756,prosperity bancshares inc,prosperity bank,70.04009062902176,9281
7757,first american bank corp,first american bank btc,88.74065994271943,9127
7758,delaware county bank trust cs,delaware county bank trust,94.3248130559659,263
7759,umpqua holdings corp,umpqua bank,47.46603628976695,10617
7760,central pacific bank,central pacific bank,100.0,267
7761,german american bancorp,german american bancorp,100.0,10898
7762,first bank of highland park,first bank of highland park,100.0,3592
7763,mechanics savings bank,mechanics bank,77.12497796299779,9957
7764,eastwest mortgage co,east west bank,54.88534634423644,9734
7765,norway savings bank,norway savings bank,100.0,10028
7766,saco biddeford savings institution,saco biddeford savings institution,100.0,13439
7767,gorham savings bank,gorham savings bank,100.0,3599
7768,bath savings institution,bath savings institution,100.0,8237
7769,androscoggin bank,androscoggin bank,100.0,5522
7770,cambridge savings bank,cambridge savings bank,100.0,2502
7771,bank of nh,bank of hope,76.80326353884244,11801
7772,corefirst bank trust,corefirst bank trust,100.0,10908
7773,advantage bank,advantage bank,100.0,13235
7774,union savings bank,union savings bank,100.0,1400
7775,newtown savings bank,newtown savings bank,100.0,11760
7776,rockville bank,rockville bank,100.0,7350
7777,fairfield county bank,fairfield county bank,100.0,12592
7778,thomaston savings bank,thomaston savings bank,100.0,12594
7779,bangor savings bank,bangor savings bank,100.0,7354
7780,west suburban bank,west suburban bank,100.0,8251
7781,first service bank,first service bank,100.0,291
7782,firstbank holding co of co,firstbank,43.846191145495574,6360
7783,river city bank,river city bank,100.0,1412
7784,spirit bank,spiritbank,79.69870099538508,5445
7785,capital bank,capital bank,100.0,2631
7786,fremont bank,fremont bank,100.0,297
7787,lakeside bancorp,lakeside bank,80.57240758622312,6449
7788,intl bank of commerce,bank of commerce,81.04003103413056,9006
7789,lakeland bancorp inc,lakeland bank,71.74161792927775,306
7790,heritage community bank,heritage community bank,100.0,309
7791,brunswick bank trust,brunswick bank trust,100.0,2533
7792,marine bank,marine bank,100.0,7369
7793,heartland bank trust co,heartland bank,73.38511738880764,4783
7794,banco santander central hispano sa,banco santander pr,70.71760873568928,13167
7795,progressive bank,progressive bank,100.0,12613
7796,hillcrest bank,hillcrest bank,100.0,6281
7797,salem five cents savings bank,salem five cents savings bank,100.0,5559
7798,dedham institution for savings,dedham institution for savings,100.0,13742
7799,republic bank trust co,republic bank,70.6996743665878,10959
7800,belmont savings bank,belmont savings bank,100.0,5563
7801,oneunited bank,oneunited bank,100.0,4658
7802,ocean bank,ocean bank,100.0,2556
7803,genesee regional bank,genesee regional bank,100.0,9182
7804,synovus financial corp,synovus bank,54.68282856306851,5626
7805,atlantic stewardship bank,atlantic stewardship bank,100.0,13373
7806,north shore bank,north shore bank,100.0,2565
7807,melrose cooperative bank,melrose cooperative bank,100.0,3660
7808,reading cooperative bank,reading cooperative bank,100.0,7245
7809,firstrust bank,firstrust,75.48454066683107,10955
7810,carolina first corp,carolina first bank,78.1727036996958,6568
7811,first republic bank,republic bank,73.64870252765047,13626
7812,omni bank,omni bank,100.0,3670
7813,bancfirst corp,bancfirst,75.26818672068207,12634
7814,altoona first savings bank,altoona first savings bank,100.0,7394
7815,home savings loan co,home savings loan company,88.48978846747747,3675
7816,northwest bancshares inc,northwest bank,68.40041815695895,9233
7817,haddon savings bank,haddon savings bank,100.0,2585
7818,anchorbank,anchor bank,92.68971270655022,10968
7819,banner bank,banner bank,100.0,7403
7820,sharon savings bank,sharon savings bank,100.0,4688
7821,united savings bank,united savings bank,100.0,4689
7822,investors bank corp,investors bank,83.23054666269236,12318
7823,investors savings bank,investors savings bank,100.0,6494
7824,great southern bancorp inc,great southern bank,79.39267901221262,381
7825,great midwest bank,midwest bank,71.8466450488857,3531
7826,lisle savings bank,lisle savings bank,100.0,2602
7827,nve bancorp,nve bank,67.60675102026332,384
7828,bogota savings bank,bogota savings bank,100.0,11833
7829,citizens first mortgage,citizens first bank,72.2291076053346,7435
7830,prudential financial inc,prudential savings bank,61.173421503503846,8321
7831,boiling springs savings bank inc,boiling springs savings bank,93.90764151150319,4702
7832,citizens savings bank,citizens savings bank,100.0,9224
7833,huntingdon valley bank,huntingdon valley bank,100.0,13573
7834,manasquan savings bank,manasquan savings bank,100.0,3704
7835,magyar bancorp,magyar bank,78.0174638260881,13515
7836,doral bank,doral bank,100.0,4711
7837,eastern bank,eastern bank,100.0,9234
7838,gulf coast bank trust co,gulf coast bank trust co,100.0,6517
7839,citizens first bank,citizens first bank,100.0,1536
7840,village bank,village bank,100.0,8341
7841,american enterprise bank,american enterprise bank,100.0,5625
7842,southern community bank trust,southern community bk trust,95.72443962440698,165
7843,macatawa bank corp,macatawa bank,83.99906356789731,12681
7844,resource bank,resource bank,100.0,3486
7845,reliance bank,reliance bank,100.0,7446
7846,bank of oak ridge,bank of oak ridge,100.0,11864
7847,country bank,country bank,100.0,10151
7848,two river community bank,two river community bank,100.0,13878
7849,cottage savings bank,cottage savings bank,100.0,4741
7850,beach community bank,beach community bank,100.0,4742
7851,northwest commercial bank,northwest commercial bank,100.0,6542
7852,first choice bank,first choice bank,100.0,11872
7853,embassy bank for the lehigh valley,embassy bank for the lehigh va,93.04351466375117,1547
7854,american trust bank,american trust bank,100.0,6547
7855,western alliance bancorp,western alliance bank,88.8483537356106,8362
7856,riverview community bank,riverview community bank,100.0,4751
7857,integrity bank,integrity bank,100.0,9261
7858,ally financial inc,cmg financial inc,75.37191688665418,9678
7859,hyde park savings bank,hyde park savings bank,100.0,2664
7860,bridgewater savings bank,bridgewater savings bank,100.0,3758
7861,east cambridge savings bank,cambridge savings bank,85.20193557762435,4617
7862,middlesex savings bank,middlesex savings bank,100.0,12699
7863,eagle bank,eagle bank,100.0,1324
7864,institution for savings,institution for savings,100.0,13346
7865,randolph savings bank,randolph savings bank,100.0,1563
7866,spencer savings bank,spencer savings bank,100.0,3765
7867,south shore savings bank,south shore savings bank,100.0,2673
7868,united bankshares inc,united bank,66.89677819245694,10912
7869,homestreet inc,homestreet bank,77.2642286020367,9232
7870,piedmont federal savings bank,piedmont federal savings bank,100.0,7152
7871,home federal bank,home federal bank,100.0,10724
7872,union federal savings loan assn,union federal savings loan,91.4919326933867,2676
7873,huntington federal,huntington federal,100.0,11582
7874,cheviot savings bank,cheviot savings bank,100.0,6574
7875,capitol federal financial inc,capitol federal savings,70.29337141696902,6575
7876,guardian savings,guardian savings bank,86.5623922164711,8953
7877,washington federal inc,washington federal,88.84241741421084,14658
7878,home bank,home bank,100.0,8955
7879,middlesex federal savings,middlesex federal savings,100.0,14381
7880,colonial federal savings bank,colonial federal savings bank,100.0,5682
7881,kearny financial corp,gte financial,57.58203535317893,14628
7882,somerset savings bank,somerset savings bank sla,91.46763731775138,10972
7883,arundel federal savings bank,arundel federal savings bank,100.0,5686
7884,bankfinancial fsb,bankfinancial fsb,100.0,9858
7885,columbia bank,columbia bank,100.0,12435
7886,third federal bank,third federal bank,100.0,5689
7887,tierone bank,tierone bank,100.0,480
7888,united fidelity bank,united fidelity bank,100.0,482
7889,rosedale federal savings loan assn,rosedale federal savings loan,92.35591718883764,14607
7890,windsor federal savings,windsor federal savings,100.0,1599
7891,charleroi federal savings bank,charleroi federal savings bank,100.0,3797
7892,north american savings bank,north american savings bank,100.0,11596
7893,indymac federal bank,indymac bank fsb,65.96828494750082,1603
7894,federal savings bank,federal savings bank,100.0,4797
7895,first federal bank,first federal bank,100.0,6598
7896,third federal savings loan,third federal savings and loan,92.97269671112844,10659
7897,roma bank,roma bank,100.0,1611
7898,hatboro federal savings,hatboro federal savings,100.0,498
7899,pulaski bank,pulaski bank,100.0,3810
7900,carver federal savings bank,carver federal savings bank,100.0,6606
7901,freehold savings bank,freehold savings bank,100.0,7183
7902,lake shore savings inc,lake shore savings,89.37866729829139,7184
7903,etrade financial corp,gte financial,59.67260129510964,11042
7904,barclays plc,merchants planters bank,38.0441135311991,14584
7905,el dorado savings bank,el dorado savings bank,100.0,5713
7906,first federal bank of fl,first federal bank,83.62915555985855,10754
7907,colonial savings fa,colonial savings fa,100.0,1624
7908,interamerican bank,interamerican bank,100.0,2730
7909,trustco bancorp,trustco bank,79.87930345017502,4819
7910,wsfs financial corp,wsfs bank,46.61162515084262,6617
7911,luther burbank savings,luther burbank savings,100.0,6618
7912,united services automobile assn,first service bank,47.22905770610339,10046
7913,sterling bank trust fsb,sterling bank,68.52969557629072,114
7914,dollar bank,dollar bank fsb,83.53924205209658,6621
7915,bankunited inc,bankunited fsb,78.68232863895166,2739
7916,mutual of omaha insurance co,mutual of omaha bank,75.70736841841033,6623
7917,flagstar bancorp inc,flagstar bank,71.21881427307808,530
7918,first savings bank,first savings bank,100.0,13270
7919,franklin savings bank fsb,ing bank fsb,61.279552241076104,2770
7920,raymond james financial inc,raymond james bank na,69.78592937195636,10665
7921,frontier bank,frontier bank,100.0,13748
7922,home loan investment bank,home loan investment bank,100.0,5734
7923,hometrust banking partnership,hometrust bank,64.03802865933875,542
7924,domestic bank,domestic bank,100.0,3849
7925,midfirst bank,midfirst bank,100.0,8999
7926,state farm mutual auto ins co,bank mutual,40.247809327394954,10772
7927,aig american intl group inc,american lending group inc,74.12349027156883,4249
7928,ge general electric co,southern select comm cu,44.2599517185656,836
7929,allstate corp,allstate bank,70.64983742168259,3856
7930,tiaa teachers insurance annuity assn,teachers credit union,48.78819992841662,12832
7931,bank mutual,bank mutual,100.0,8095
7932,brookline bancorp inc,brookline bank,73.62579701633568,4852
7933,harrington bank,harrington bank fsb,87.40708759135552,557
7934,shelter mortgage co,shore mortgage,69.77232545735383,3271
7935,guaranty federal savings,federal savings bank,60.313281314110654,8972
7936,pyramax bank,pyramax bank,100.0,8096
7937,bank lantec fin fed credit union,bank lantec,50.28702055443849,3866
7938,peoples united financial inc,peoples united bank,70.58888657649817,5752
7939,charles schwab corp,charles schwab bank,78.33638284385968,6649
7940,new south federal savings bank,new south federal savings bank,100.0,523
7941,centris federal credit union,centris federal credit union,100.0,562
7942,campus federal credit union,campus federal credit union,100.0,7480
7943,american eagle federal credit union,american eagle fcu,68.69813946079177,3873
7944,first atlantic federal credit union,first atlantic federal credit,90.6307744332631,14337
7945,omaha federal credit union,omaha federal credit union,100.0,9286
7946,gte financial,gte financial,100.0,11042
7947,pentagon federal credit union,pentagon federal credit union,100.0,13572
7948,jax federal credit union,jax federal credit union,100.0,3878
7949,bfg federal credit union,bfg federal credit union,100.0,1682
7950,utah first federal credit union,utah first credit union,83.0075073481487,2787
7951,nuvision federal credit union,nuvision federal credit union,100.0,8393
7952,community resource federal credit union,community resource fcu,69.11022118686027,11897
7953,affinity federal credit union,affinity credit union,81.22612570840059,2991
7954,river city federal credit union,river city bank,54.17135750521182,1469
7955,new mexico educators federal credit union,new mexico educators federal c,85.56455683417573,2793
7956,north jersey federal credit union,north jersey federal cu,81.2326423368363,4875
7957,coastline federal credit union,coastline federal credit union,100.0,4876
7958,langley federal credit union,langley federal credit union,100.0,582
7959,pen air federal credit union,pen air federal credit union,100.0,6670
7960,university federal credit union,university credit union,82.91709228502229,3086
7961,midwest america federal credit union,midwest america federal credit,90.96043739647524,5776
7962,tennessee valley federal credit union,tennessee valley federal credi,90.45788362098381,4881
7963,hawaii state federal credit union,hawaii state fcu,62.68967020106368,7501
7964,arizona federal credit union,arizona federal credit union,100.0,587
7965,hawaii schools federal credit union,hawaii schools fcu,63.48979265984953,5780
7966,evolve federal credit union,evolve federal credit union,100.0,11065
7967,hawaiiusa federal credit union,hawaiiusa federal credit union,100.0,9311
7968,sunmark federal credit union,sunmark federal credit union,100.0,4887
7969,pearl harbor federal credit union,pearl harbor federal credit un,95.49277702614751,592
7970,logix federal credit union,logix federal credit union,100.0,11914
7971,citadel federal credit union,citadel federal credit union,100.0,6682
7972,tucson federal credit union,tucson federal credit union,100.0,12734
7973,empower federal credit union,empower federal credit union,100.0,11917
7974,south jersey federal credit union,south jersey federal credit un,95.34929661997298,6685
7975,member one federal credit union,member one fcu,60.93954249688897,3907
7976,kinecta federal credit union,kinecta federal credit union,100.0,14361
7977,western sun federal credit union,western sun federal credit uni,96.86445652683497,5792
7978,gcs federal credit union,gcs federal credit union,100.0,6689
7979,summit federal credit union,summit credit union,78.59895814565321,12134
7980,kellogg community federal credit union,kellogg community credit union,86.81444929930292,13229
7981,united southeast federal credit union,united southeast federal c u,86.06218964205432,1715
7982,bethpage federal credit union,bethpage federal credit union,100.0,7520
7983,sac federal credit union,sac federal credit union,100.0,6694
7984,glass city federal credit union,glass city federal credit unio,98.33089970277751,7522
7985,northwest federal credit union,northwest bank,50.462971229830686,8372
7986,navy federal credit union,navy federal credit union,100.0,13155
7987,pacific oaks federal credit union,pacific oaks federal cr union,92.69226833464113,1722
7988,harvesters federal credit union,harvesters federal credit union,100.0,12744
7989,andrews federal credit union,andrews federal credit union,100.0,12745
7990,ornl federal credit union,ornl federal credit union,100.0,11928
7991,alaska usa federal credit union,alaska usa federal credit unio,98.42550723814044,4910
7992,sun east federal credit union,sun east federal credit union,100.0,1727
7993,nasa federal credit union,nasa federal credit union,100.0,9334
7994,one nv credit union,credit union one,71.04655338211442,8572
7995,merck sharp dohme federal credit union,merck sharp dohme fcu,68.7328315112799,7531
7996,members 1st federal credit union,members 1st fcu,59.44143045736481,12751
7997,y12 federal credit union,y12 federal credit union,100.0,14145
7998,people first federal credit union,people first fcu,62.24774521978694,624
7999,columbus metro federal credit union,columbus metro federal credit,90.3090959716945,4918
8000,white crown federal credit union,white crown federal credit uni,96.77537970978788,7536
8001,1st advantage federal credit union,1st advantage federal credit u,93.4678124154969,6713
8002,hughes federal credit union,hughes federal credit union,100.0,7538
8003,redstone federal credit union,redstone federal credit union,100.0,7539
8004,dort federal credit union,dort federal credit union,100.0,6716
8005,cbc federal credit union,cbc federal credit union,100.0,8445
8006,truliant federal credit union,truliant federal credit union,100.0,10236
8007,white sands federal credit union,white sands federal cu,80.18135285024108,5823
8008,teachers federal credit union,teachers credit union,82.52362380116774,2926
8009,genco federal credit union,genco federal credit union,100.0,9348
8010,finance center federal credit union,finance center federal c u,83.90269816481371,1746
8011,capital communications federal credit union,capital communications fcu,74.6697293218524,1747
8012,direct federal credit union,direct federal credit union,100.0,6724
8013,neighbors federal credit union,neighbors federal credit union,100.0,1749
8014,ln federal credit union,ln federal credit union,100.0,11107
8015,eglin federal credit union,eglin federal credit union,100.0,10246
8016,mccoy federal credit union,mccoy federal credit union,100.0,13974
8017,grow financial federal credit union,grow financial federal credit,90.62444600409387,4936
8018,safe federal credit union,safe credit union,78.47373317086107,13760
8019,university of hi federal credit union,university credit union,74.1668022933219,14040
8020,tyndall federal credit union,tyndall federal credit union,100.0,5835
8021,arkansas federal credit union,arkansas federal credit union,100.0,5836
8022,security service federal credit union,security service fcu,68.70942373535108,4941
8023,shreveport federal credit union,shreveport federal credit unio,98.38235065975297,11959
8024,sandia area federal credit union,sandia area federal credit uni,96.98308150464247,4943
8025,ent federal credit union,ent federal credit union,100.0,7561
8026,kirtland federal credit union,kirtland federal credit union,100.0,11120
8027,chartway federal credit union,chartway federal credit union,100.0,11121
8028,abnb federal credit union,abnb federal credit union,100.0,5843
8029,virginia beach schools federal credit union,virginia beach schools fcu,72.75036660059543,2873
8030,diamond valley federal credit union,diamond valley fcu,66.22961308090608,11123
8031,mission federal credit union,mission federal credit union,100.0,7566
8032,hartford federal credit union,hartford federal credit union,100.0,664
